Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_
4143,,,,,,929.2206,1231.9428,1733.7803,377.2827,176.5314,287.2483,274.461,,,,721.53,
4145,,,,,,,,2778.2994,,,4004.9401,3391.4198,,,,3361.4682,
4147,,,,,,,,891.1364,,,876.7326,,,645.9522,,,
4148,1005.9039,,,,,,,,,,,,,,,,
4149,,,,,,5356.7971,5508.2068,5572.0041,,,,,,,,,
4150,,,,,,227.4336,,,,,,,,,475.271,,
4152,,,,,,,,,,,294.1966,,,,,,
4156,,,,,,,203.0568,239.7611,,,190.8882,,,,,162.5066,
4160,,,,,,,2029.7652,2174.0752,1020.9344,1190.5216,3208.0057,2270.9668,,913.4142,1116.8613,3809.6256,506.7456
4162,,,,18540.702,16251.9212,,,,,,,,,,,,
4163,,,,,,,,,,,273.8035,,,,,,
4169,515.474,,,,,,,,,,,,,,,,
4172,,,,,,2854.0383,4099.724,5723.1251,1044.7362,655.1358,960.208,964.0631,576.5636,,,2811.3324,
4173,,,,,,,,,,,188.8501,,,,,,
4174,,,,,,,,,,,146.1019,236.2727,,,,,
4176,,,,,,770.5799,964.7157,1563.4394,303.0252,141.0335,221.3173,154.3843,166.0159,,,704.1582,
4177,,,,,,,511.6336,251.8386,,,,,,,,,
4181,,,470.5413,,,,,,,,,,,,,,
4188,6778.843,613.7087,,2032.9746,3654.6375,,,,,,,,,,,,
4193,,,,,,,382.777,,,,,,,,,,
4197,546.4522,65.4083,,161.1553,274.6551,,,,,,,,,,,,
4201,,,851.2453,,,,,,,,,,,,,,
4205,,,,,,,645.5162,223.9907,,,240.1545,,,,686.0776,275.9998,
4208,,,,,,,,,,,,,,,,,
4210,,,,,,,509.9404,,,,619.6192,,,,566.1537,532.6853,
4212,,,,,,281.6598,,435.647,,,,,,295.406,237.0211,399.1518,
4214,23492.043,,266.2848,4158.233,12791.538,,,,,,,,,,,,
4216,,,,,,,,,,,,,,380.1525,,,
4218,397.1555,,,,216.3715,,,,,,,,,,,,
4219,,,,,,,,,,,,,,216.8624,,,
4220,,,,,,,,,,,1231.4693,,,,,,
4221,,,,,299.8966,,,,,,,,,,,,
4222,108.9564,,,,,,,,,,,,,,,,
4223,12339.668,1502.8878,,3058.4199,7372.217,,,,,,,,,,,,
4226,,,,,,,,,,,,,197.6074,,,,
4228,,,,,,8084.3797,8252.4002,8327.6198,,,3724.5941,,,,,,
4233,,,,,,439.1731,3162.937,1451.0273,,417.5105,4146.0872,1285.9753,,702.3936,4345.2054,4256.2608,
4234,,,,,,,,343.6076,,,369.867,,,,538.1338,763.0614,
4246,1024.5481,,,,485.5331,,,,,,,,,,,,
4250,1089.2803,,,,,,,,,,,,,,,,
4252,,,,,,5820.2606,5959.5811,6197.5417,,,2977.4998,,,,,,
4254,177.6944,,,,75.8994,,,,,,,,,,,,
4257,,,,,,170.8738,221.901,280.0202,,192.435,,356.7936,,178.1307,,,
4259,,,,,,,,382.3489,147.5714,,,,,,,,
4262,,,,,,,,,,,,193.0367,,,,861.4019,
4266,,,,,,586.1365,655.9432,,,,,,,,,626.2998,366.8448
4268,,,,,,,190.8719,211.7102,,162.5601,284.5218,237.5103,,211.8688,,,
4270,,,,,,,,,,,352.8322,,272.4538,,200.2069,,
4271,,,,,,883.1549,1004.1222,1466.7851,287.6279,,,,,,,717.0053,
4273,,,,,,,,,,,,225.9162,,,,,
4274,,,,,,,,,,,,,,191.2791,,,
4282,,,,,,,,,,,,,,,,,
4284,,,,,,,,,,,,,,,,,
4289,,,,,,,,,,,,,,74.1119,,,
4290,42.8329,,,,,,,,,,,,,,,,
4294,4794.1475,,,,3837.9705,,,,,,,,,,,,
4296,9210.764,,,,,,,,,,,,,,,,
4297,48309.195,6362.3154,,11586.8637,28950.414,,,,,,,,,,,,
4300,1870.8047,,,,1504.037,,,,,,,,,,,,
4301,,,,,,,,,,,,,,2104.7961,,,
4306,,,,,,,277.4706,,,,,,,,,,
4307,,,,,106.656,,,,,,,,,,,,
4308,,,,,,,,446.5861,,,,,,,,,
4313,201.4254,,,,,,,,,,,,,,,,
4314,36.0072,,,,,,,,,,,,,,,,
4316,,,,,,,663.0525,251.8215,,,553.5799,,,,331.4252,711.9598,
4318,6038.093,687.8459,,1174.0945,3677.383,,,,,,,,,,,,
4321,88.1567,,,,,,,,,,,,,,,,
4322,,,,,,5083.3263,7668.7242,7407.3871,,3774.3438,9668.8627,4858.3749,,6636.932,7374.1227,8529.9957,
4323,,,,,,1610.8249,2312.7169,3331.3389,589.361,296.7635,466.9652,394.758,286.4424,,,1280.4783,
4324,501.7598,65.1696,,90.5322,307.9858,,,,,,,,,,,,
4325,,,,,,,3159.2161,3169.1662,,,,,,,,,
4327,,,,,,,,,,,,,,,,741.9691,
4328,,,,,,,521.5801,,,,,,,439.1156,478.1455,,
4330,,,105.0401,,,,,230.4516,,,253.8309,310.5594,226.3067,,144.7133,,
4331,,,,,,,,,,,142.3564,,,,,,
4332,,,,,,,844.9599,,,,,,,,,,
4333,,,,,,,,,,,,305.1384,,,,,
4335,,,,,,,1654.5337,,,,1336.0794,,,,1086.6728,2286.2925,227.0174
4336,,,,,,,,,,,113.3646,,,,,,
4338,,,,,,,,,,,201.8489,,,,,285.2232,
4342,,,,,,3407.7093,4797.5762,7114.4041,1134.3155,485.992,997.3893,827.0184,505.6039,,,2853.8996,
4344,,,,,,986.0853,1334.0461,2024.0675,386.2249,185.2066,253.6568,262.8547,212.5642,,,663.0191,
4345,,,,,,,419.0714,243.2666,,,,,,,,,
4346,,,,,,1056.267,,1941.3982,,,,,,1657.471,1394.1699,,
4349,,,,,,364.587,353.7339,661.9777,,,,,,,467.0563,254.5285,
4361,99.4019,,,,136.1165,,,,,,,,,,,,
4363,,,,,,202.4798,581.3897,483.1026,,,653.5138,476.6502,,135.9056,,907.7249,
4368,,,,,,,,,,,246.6601,,,,,,
4369,2401.7646,,,,1882.7434,,,,,,,,,,,,
4371,,,,,,,624.0175,270.0612,,,838.0546,,,,1169.9327,939.1412,
4372,8152.2085,1392.8917,,3404.0752,5391.63,,,,,,,,,,,,
4374,,,,,,,,,,,229.3976,,,,203.4144,,
4376,992.8351,,,,750.6516,,,,,,,,,,,,
4378,,,,,,,,,,,,,,,,,
4379,231.2818,,,,199.8017,,,,,,,,,,,,
4380,,,,,,,,,,,1019.2711,,,,,,
4381,380.0933,,,,,,,,,,,,,,,,
4382,,,,,,,,,,,,,,,,306.634,
4383,,,,,,736.3142,1826.2817,1723.295,822.176,,2463.4677,1809.2192,,,1341.4615,3169.8155,
4384,65.2933,,,,,,,,,,,,,,,,
4385,,,,,,127.8699,244.7728,,92.1282,,,,,,210.4123,513.3408,
4386,,,,,,5565.5709,5665.4644,5796.9682,,,,,,,,,
4388,,,,,,,567.3239,,,,,147.3872,,,601.9166,754.6099,
4389,,,,,,,1570.3645,638.7554,,,1936.3368,,,282.0561,2930.3431,2314.8337,
4390,,,,,,,,,,,,,,,378.7243,,
4391,,,,,,,206.665,263.6718,,,,,,,,,
4392,,,,,,,,,,,,,,933.7479,,,
4395,2093.3933,,,,1417.5074,,,,,,,,,,,,
4399,,,,,,,,138.218,,,,,,,,,
4400,,,,,,,,,,,,,,786.8823,,,
4401,193.0856,32.0496,,,116.7766,,,,,,,,,,,,
4405,,,,,,,,,,,306.8611,139.4467,,,,,
4407,,,,,,,158.8614,165.3534,,192.3338,224.6665,266.3383,193.1838,,,,
4412,,,,,,,,,,250.7739,501.7984,281.9471,,,,,
4415,856.8577,,,,,,,,,,,,,,,,
4418,,,,,,,1036.0412,1427.1516,,,197.3426,182.002,158.2599,,,650.0837,
4419,,,,,,151.5756,170.0581,,,,,,,,,,84.2778
4420,,,,,,215.9125,317.7836,379.2651,,,,,,,,166.9264,
4421,,,,,185.9714,,,,,,,,,,,,
4426,,,,,,538.6339,1213.2687,920.4045,430.6931,1067.7921,1971.6814,1085.6305,,,,727.9332,
4429,226.9586,,,,228.7441,234.1135,,,,,,289.1722,,,,,
4430,,448.8181,572.2805,,,,,,,,,,,,,,
4433,,,,,,,127.9587,150.3243,125.4772,,,,,,,,
4434,,334.6621,424.681,,,,,,,,,,,,,,
4437,146.7056,,,,102.1221,,,,,,,,,,,,
4439,,,103.0448,,,,,,,,,,,,,,
4443,,,,,,,,296.6447,,,,,,574.4375,445.1564,1652.2341,
4446,,,,,,,,,,,72.8838,,,180.019,,492.3236,
4448,243.8881,,,,292.8518,,,,,,,,,,,,
4457,4603.611,,,,2472.2097,,,,,,,,,,,,
4460,,,,,,,,171.2118,,,363.2348,,,,,497.8612,
4461,,,,,,,256.8092,,,,,307.2131,,,,295.3651,
4462,,,,,,,,,,,,,,,,,
4463,1649.5885,161.232,,,903.861,,,,,,,,,,,,
4464,,,,,,,,,,,,,,1571.9526,,,
4467,335.7862,27.1654,,29.6483,187.0313,,,,,,,,,,,,
4468,,,,,,,100.8578,109.1485,,,,,,,,,
4469,,,,,,,,,,,198.6782,,,,,145.1985,
4473,651.8729,,,,,,,,,,,,,,,,
4476,,,,,,2875.1386,4124.1818,5722.2582,830.0674,466.9997,806.9823,695.2859,355.79,188.3357,,2317.2813,
4477,,49.743,,,,,,,,,,,,,,,
4478,,1510.9221,9638.1111,,,,,,,,,,,,,,
4483,,,56.1821,,,,,,,,,,,,,,
4484,,,,,,861.1305,983.672,1669.8785,,194.7555,296.8513,301.0161,157.4054,,,577.8994,
4485,,451.4174,,,,,,,,,,,,,,,
4487,,,,,,,,,,,156.8152,,160.7457,,,,147.9659
4494,,,,,,,,,,,,,,,,,
4496,,,,,,3371.6476,4734.5301,6407.5816,1215.4167,817.0316,931.1305,1057.7653,689.8863,,,3159.9632,
4498,,382.2011,528.2077,,,,,,,,,,,,,,
4499,,,,,,1059.1689,1386.6597,1894.5057,254.5301,,347.9112,,234.3721,,,941.1535,
4504,,,,,,,,237.3645,,,345.5094,,,,,475.9163,
4509,,,,,,,,,,,1850.7119,,,,,,
4510,175.2021,595.2859,,,254.3138,,,,208.9426,,,,,255.8112,,,
4511,,,,,,,,,,,,,,,,,
4512,,,,,,,,,,,,,,,,,
4513,,,,,,475.5763,622.1321,,,,,,,,,107.1139,
4516,,,,,,,,583.4917,,480.1348,869.9179,,,,,680.114,
4517,4490.352,,,1395.3547,2990.1968,,,,,,,,,,,,
4518,,,,,,,693.6991,262.4467,,,566.6113,,,,,703.6459,
4522,6020.002,482.4508,,,2871.133,,,,,,,,,,,,
4523,,,,,,,,194.8978,,,323.5102,259.2945,,,,250.6626,
4524,,,,,,,717.2535,,,,,,,,1384.8646,988.8189,
4528,,,,,,128.5581,,,113.9123,135.0401,,,,,,,
4529,921.5012,,,,,,,,,,,,,,,,
4530,,,,,,,,242.3743,,,,313.5552,,,350.2627,375.8949,
4531,,,,,,325.7621,1086.1109,505.2327,,,1147.907,361.365,,,713.6719,1517.3043,
4533,,,,,,4028.7662,4084.8751,4239.8749,,,2430.5951,,,,,,
4535,,,,,,,1017.6601,390.8332,,,1079.5094,,,,2081.321,1647.2687,
4536,,,,,,1046.9554,1060.5953,1101.3873,,,633.029,268.9555,,,,,
4537,,,,,,,,,,,,,,,,,
4543,,156.4995,,,,,,,,,,,,,,,
4544,,,,,,,,,,,,,,,,,
4545,,,,,,,,196.7794,,,,,,,,,
4546,,,,,,2396.4167,,,,,,,,,,,
4549,,,,,,,669.8768,658.4313,,,428.9455,,166.1896,,,,
4553,,,,251.3947,,,,,,,,,,,,,
4554,,,,,,,,,,,,,,,,,
4561,,,,,,205.3547,813.201,626.4757,,257.7678,939.5256,565.908,,166.9087,411.2069,1138.958,
4563,,,,,,,,,,,2079.6182,,,,,,
4564,4706.7686,,,,2239.7583,,,,,,,,,,,,
4566,,,,,,604.4143,815.9994,1160.7522,,,174.684,,,,,473.0937,
4567,,,,,,171.4111,253.7915,412.0206,,,,,,,,138.2493,
4572,,,,,,,,,,,,161.7321,,,,,
4573,,,,,,,,,,601.2136,1247.5977,830.8261,,,,,
4574,,,,,,520.9929,1629.7493,1396.777,487.3763,732.1067,2131.6445,1275.6648,,474.2757,1097.0368,2565.6408,
4576,,,,,,,232.4109,,,,,,,,,,
4577,1593.5422,,,,,,,,,,,,,,,,
4578,,,,,,,,,,194.52,,,,,,,
4579,,,,,,,,198.7293,66.956,,460.9457,224.0122,,,,498.9462,
4586,766.9835,,,,,,,,,,,,,,,,
4594,,,,,,250.4214,524.7249,422.9298,180.2608,506.7984,1036.6632,635.2312,,,,361.4723,
4596,709.5451,,,,,,,,,,,,,,,,
4601,,,,,,,,,,,,,,,,264.8811,
4602,,,,,,,133.0705,,,,,,,,,,
4603,,,,,,3965.2242,5430.5088,7612.9728,1303.654,757.2004,1126.6637,1094.6193,677.8509,,,3191.5421,
4605,,,,,,478.8583,940.5646,817.1941,399.5446,982.8676,1889.097,1229.5436,,,398.5174,774.034,
4607,,,,,,,,287.7177,,,,,,,,,
4613,,,,,,,399.0028,553.0291,,,,,,,,,
4616,,,,,,,,,,,,,,,,,
4617,,,,,,3399.9054,4571.5565,6524.1527,1116.5477,742.66,1119.8561,1115.1277,667.7294,445.4577,,3421.5748,
4619,,,,,,1085.6516,1483.7968,2099.6147,373.9874,228.3573,373.3335,289.0236,275.7135,,,1067.7979,
4623,418.1236,,,,,,,,,,,,,,,,
4624,,,,,,,,,,,,,,,,,
4625,2171.269,,,,,,,,,,,,,,,,
4626,,,,,,,,,,,,,,,,,
4627,827.8624,,,,443.1693,,,,,,,,,,,,
4631,,,,,,,760.746,,,,510.2148,,,,1391.5439,1053.7324,
4632,,,,,,,171.0071,211.3675,,,,,,,,,
4635,,,,,,,173.0722,,,,147.3017,,,222.0169,234.6527,301.3888,
4636,,,,,,,,,,,144.8336,,,,482.3451,,
4639,,,,,,2372.3892,2541.3979,2587.9011,,,1916.064,,,,482.7128,755.3846,
4641,,,,,,,,,,,177.2135,,,,,,
4642,,,,,,,764.6396,259.2332,,,550.6664,,,,1600.8643,1234.4492,
4643,,,,,,682.5052,700.4938,734.5509,,73.8227,502.4527,182.6477,107.9092,42.6788,60.8706,143.2538,
4648,,,,,,,,,,,,138.2759,,,,261.1332,
4649,,,,,,,191.4708,228.3933,,,,,,,,,
4654,,,,,,,161.802,,,,,,,,,564.0791,
4657,,,,,,,,,,,282.4055,,,,,,
4659,,,,,,,456.3499,251.1713,,,470.5761,,,,,606.7723,
4660,254.8353,,,,,,,,,,,,,,,,
4662,,,,,,537.1329,692.1291,1029.8898,,,,,,,,531.3003,
4663,,,,,,177.8915,210.9465,296.6747,,,,,,,,,
4667,,,,,,,,,,,,,,,,139.2278,
4670,,,,,,,439.2196,,,,529.6504,244.456,,,,,
4671,,,,,,231.9446,999.3803,,,,896.4642,223.198,,,601.1298,1185.0995,
4673,,,,,,,,,,,,,,,,120.4875,
4674,,,,,,,155.3534,187.1937,,,142.0456,,,221.9886,,274.2411,
4677,,,,,,,,,,,,,,,,210.7056,
4678,2714.478,,,,,,,,,,,,,,,,
4679,,,,,,274.0668,306.6596,372.3132,,,,,,,,,
4680,,,,,,,,,,,,,,,61.305,,
4682,1015.6958,,,,,,,,,,,,,,,,
4686,,,,,,,,,,,199.4903,,,347.0178,,490.2698,
4697,,,,,,,,,,245.7189,745.9209,386.3331,,,,,
4698,,,,,,303.8095,939.2089,723.4411,,,1023.7549,652.2659,,,518.6766,1351.4329,
4702,,,,,,,,,,,256.2563,,,,169.1118,,
4703,,,,,,,,,,,,,,,,,
4705,,,,,,88.0855,,99.8745,,,,,,,,,
4710,1211.4916,,,,,,,,,,,,,,,,
4711,,,,,,4097.3639,5476.5015,7768.0279,1186.0207,740.8852,1201.067,1188.1257,732.4089,309.4976,260.0266,3444.88,
4713,,,,,,,,,,813.1945,1781.7907,,,,170.0375,461.9169,
4714,,,,,,,,,,,,,,,,182.5047,
4715,,,,,,637.8665,1492.5597,1195.2317,315.9523,595.2755,1960.7706,1263.0258,,588.5422,1141.4643,2482.0275,
4716,,,,,,1460.1162,2092.9438,2778.9846,406.859,315.551,432.9206,328.483,,,,1254.1915,
4717,,,,,,1045.8675,1159.2379,2741.3314,402.7305,,,,,1168.9759,980.422,367.4225,
4718,,,,,,318.4349,403.2113,542.9872,,,,,,,,242.79,
4720,,,450.8276,,,,,,,,,,,,,,
4721,4278.488,,,,1835.1143,,,,,,,,,,,,
4723,,,,,104.0635,,,,,,,,,,,,
4724,,,,,,3023.5612,4379.1521,6166.9529,1036.0844,743.1174,1230.682,1159.3583,670.409,405.1821,,3173.4588,
4727,,,,,,1125.7239,1521.7459,2230.37,283.7401,208.15,426.5996,406.7904,272.7364,,,1126.4263,
4728,,,,,,,,,,,,,,,,280.6866,
4730,,,,,,,,,,,,187.0208,,,,,
4732,,369.3429,399.8368,,,,,,,,,,,,,,
4734,1124.0037,,,,958.2123,,,,,,,,,,,,
4736,,,368.9048,,,,,,,,,,,,,,
4738,,,,,,,415.0787,492.7352,,600.4599,1269.5537,785.3712,,168.8561,219.0128,388.1768,
4744,,,,,,,,,,,251.6691,,,,929.9341,654.7149,
4745,,,,,,,,241.331,,,,,,,,,
4747,,,,,,397.7211,857.0562,786.34,380.0347,1005.4524,2146.8578,1264.4546,,405.7546,431.0546,882.3749,
4750,,,,,,,,,,89.6677,,,,,,,
4753,,,,,,,,,,,,,,,,,
4754,,,,,,1161.653,1256.8626,1297.2603,,,1206.9916,,,,,,
4755,,,,,,,,,,,334.8522,,,,222.7546,,
4756,1636.4423,,,,,,,,,,,,,,,,
4758,,,,,,,394.9847,,,,287.6788,,,,960.574,745.0967,
4760,153.092,,,,,,,,,,,,,,,,
4761,,,,,,,117.1284,,,,,,,,,,
4763,,,,,,,,,,,228.496,,,,,,
4767,,,,,,,,,,,,,,340.9072,348.7372,336.0004,
4771,,,,,,715.0084,,,207.3217,124.7898,227.2781,,,871.6309,675.0728,1165.9458,
4772,,,,,,376.3074,495.7009,686.2096,,,,,,,,375.9946,
4774,,,,,,,,,,,,,,,,171.9148,
4781,,,,,123.9086,,,,,,,,,,,,
4783,,,,,,,,,,,,,,,,,
4788,,,,,,,,,,,,,,,,335.0309,
4794,,,,,,,,,,,198.1497,,,,,,
4796,,,,,,,272.0852,,,,267.2274,,,,,356.1226,
4799,,,,,,,170.6706,,,,316.0907,155.4734,,,,234.9715,
4806,,,,,,3092.0681,4285.4363,6108.1628,939.0599,589.7855,1063.124,1062.0005,668.0877,302.656,273.4725,2803.3422,
4809,,,,,,,261.4601,,,,439.2233,,,,,,
4810,,,,,,,515.0277,,,,473.9741,,,,259.3387,682.6487,
4811,,,,,,1297.8226,1738.7135,2507.7532,415.0859,,549.5386,544.4465,366.6729,,,1228.2491,
4812,167.823,,,,344.538,,,,,,,,,,,,
4814,,,,,,,,547.8737,,65.1454,,,,,,,
4817,,,,,,2552.1621,3568.0922,5080.5194,779.6381,640.1984,1047.6873,1113.1376,635.6907,,,2811.5041,
4819,,,,,,933.0805,1276.0643,1821.2134,303.7399,249.4665,381.0542,429.5585,216.6624,,,986.6013,
4822,,,,,,,,,,,170.1825,,,,,,
4823,,,,,,198.5118,305.9585,449.0542,,,73.4907,,,,,198.2052,
4826,,,,,,,,,,245.0314,562.2538,,,,,,
4827,,,,,,,736.8042,580.4606,,,823.5943,489.2332,,,,1114.5082,
4833,,,,,,,,,,,,,,,295.9891,,
4834,,,,,,,,192.9415,,,,,,,,,
4835,,,,,,,172.4365,,,631.8477,1437.7179,820.2272,,,,,
4836,,,,,,383.7619,1031.2726,979.8777,247.9142,382.2147,1469.3815,892.3979,,445.8178,798.3177,2082.5558,
4839,,,,,,,,,,88.926,393.1999,,,,171.201,540.4131,
4841,,,,,,,163.302,,,,297.3888,146.5303,,,,215.209,
4843,,,,,,,,,,,,,,,336.6937,239.4035,
4845,,,,,,,,,,,,,,,,206.9228,
4846,,,,,,,,136.4852,,,,,,,,,
4847,,,,,,,,,,,171.8338,,,,,,
4849,,,,,,,385.9488,334.1912,,450.6382,975.726,590.6182,,,,328.7962,
4853,,,,,,,,121.1842,,107.9375,364.2582,,,,,120.1018,
4859,,,,,,257.7876,,500.5707,,,,,,,,290.2801,
4861,,,,,,296.9018,661.5709,531.6806,,787.3604,1604.02,962.1851,,,289.4414,623.2615,
4873,,,,,,,,,,,254.8416,,,,,204.0216,
4877,,,,,,2264.0269,3220.1666,4546.8441,676.9374,509.7376,886.8936,940.6149,553.0246,296.3465,271.0895,2163.7361,
4880,,,,,,,213.9133,484.596,,,,,,,,,
4885,,,,,,1897.7121,2660.2363,3824.14,614.1847,540.0345,914.8017,958.4661,574.1101,,,2339.5886,
4886,,,,,,812.8038,1079.4993,1537.7679,328.549,271.8042,422.7446,439.6615,300.4288,,205.6859,945.1232,
4889,,,,,,,,,,,,,,,,198.071,
4892,,,,,,,210.1341,,,,319.7887,,,,,300.2035,
4893,,,,,,,,,,,194.7094,,,,,419.3875,
4898,,,,,245.6739,,,,,,,,,,,,
4900,,,,,,,107.1641,,,,205.407,,,,,,
4903,,,,,,,,,,,152.8557,,,,,,
4904,,,,,,,,,,,504.959,,,,,,
4905,,,,,,,561.1404,414.1245,,,571.9626,335.5075,,,,952.7101,
4906,,,109.1274,,,,,,,,,,,,,,
4908,,,,,,,,119.1481,,,147.324,,,,,,
4910,,,,,,,,600.5735,,,341.5936,169.186,,700.6257,593.0489,690.7785,
4915,,,,,,161.4975,,331.9006,,,,,,,,,
4916,,,,,,154.3931,,,,,,,,205.1852,163.9196,243.0439,
4918,,,,,,,,,,501.8219,1123.2036,675.2891,,,,,
4919,,,,,,322.3904,942.9051,746.2896,,287.0969,1088.6552,718.6565,,286.9578,655.6746,1955.7167,
4921,,,,,,,216.7908,181.6465,,,,173.357,,,144.0413,693.0533,
4925,,,,,,,298.3508,,,352.3125,771.3235,449.4517,,,,,
4928,,,,,,953.317,1067.5471,1991.7567,202.5127,,,,,556.1294,445.6994,,
4932,,,,,,,538.9343,1015.7329,91.6765,,,,,271.2223,,,
4934,,,,,,261.4692,484.2456,424.8941,,557.9491,1183.5696,684.7593,,,,487.6416,
4936,,,,,,1641.0211,2225.9221,3235.7587,518.0037,471.1956,797.6967,976.0982,540.3944,,,1648.1776,
4938,,,,,,660.2518,998.7365,1413.2611,,,,435.1276,301.524,,,748.9324,
4940,,,,,,211.9051,246.3284,322.2372,,,77.3726,,,,,,
4943,,,,,,,,,,,,,,,,,
4944,258.0836,,,,,,,,,,,,,,,,
4945,,,,,,1357.2498,1919.2491,2741.0419,444.0826,490.2567,724.5087,922.5741,523.1694,339.3025,343.8717,1718.2682,
4947,,,,,,,,,,,131.2307,,,,,,
4949,,,,,284.7454,,,,,,,,,,,,
4950,,,,,,,,,,,,127.053,,,,,
4953,,,,,,,,,,,296.4526,,,,,275.1384,
4956,,,,,,,320.1092,327.9245,,,489.2328,263.2647,,,,793.1567,
4958,190.5781,,,,85.4225,,,,,,,,,,,,
4959,,,,,,,,,,334.5371,786.4189,470.6744,,,,,
4960,,,,,,,694.9057,527.9965,,157.5999,939.1262,483.5224,,,480.947,1489.4937,
4961,,,,,,,216.4315,156.0814,,,,146.143,,,130.9785,547.9833,
4962,,,,,,1145.3215,1590.1793,2219.3403,,,752.4635,963.9763,540.0956,,,1146.5708,
4964,,,,,,,,308.9129,,,,,,,,,
4965,,,,,,887.5113,1343.5168,1898.9827,,434.9662,707.8587,894.2216,559.5565,,,1196.1204,
4966,,,,,,408.0057,628.323,809.9684,186.5767,,352.9222,438.8501,238.9134,226.7411,,519.7025,
4968,,,,,,131.8017,239.0473,171.1925,,194.5965,576.3086,,,,,200.9342,
4970,,,,,,204.6027,406.1763,360.1706,,402.1887,915.2809,480.574,,152.5574,180.5602,356.0424,
4971,,,,,,,,,,,298.7444,169.7394,,,,140.9895,
4974,,,,,,,93.2119,,,,,,,,,,
4975,,,,,,,,,,,,,,,,215.0646,
4977,,,,,,550.6401,812.6983,1228.3924,173.4197,294.7315,558.6946,804.1875,365.6689,,165.7299,629.9202,144.8777
4978,,,,,,,373.4854,556.7677,,162.7694,250.4581,,,,,318.9744,
4979,,,,,,441.0373,654.6723,926.6652,,,487.7054,717.2422,373.3542,,,649.3432,
4980,,,,,,268.212,350.323,514.425,,188.7488,287.3249,413.9509,,191.0676,123.5654,348.028,
4981,,,,,,,,,,,260.9504,,,,,,
4982,,,,,,,,171.6959,,,337.4133,,,,,595.0362,
4983,,,,,,,,,,165.5459,561.6524,312.2081,,,,,
4984,,,,,,,342.1648,342.9507,,,600.6766,333.7185,,,249.3306,904.7745,
4985,,,,,,,147.8934,,,,191.5655,,,,,,
4987,253.341,,,,,,,,,,,,,,,,
4989,,,,,,,181.7263,157.7865,,,362.7652,,,,,,
4991,,,,,,,,201.2608,,237.0688,667.8196,322.7868,,,,262.5815,
4992,,,,,,,,,,,275.8877,103.3048,,,,,
4996,,,,,,298.6862,383.4678,540.9659,,263.2947,372.2997,579.2442,312.3807,236.6606,,333.13,
4997,,,,,,,237.8832,256.6473,,,208.4852,325.0101,178.8159,,,,
4998,,,,,,234.2519,320.3767,429.0182,,213.3256,344.2668,483.5681,250.6775,223.8345,158.674,330.2591,
4999,,,,,,,168.8047,233.79,,,183.6249,277.2476,154.5447,129.6617,,185.9742,86.2411
5001,,,,,,,,,,,,,,,210.3921,1332.604,
5002,,,,,,,,,,,,,,,,,
5006,,,,,,572.3364,655.853,,,,,,,,,,
5007,108.6221,,,,,,,,,,,,,,,,
5008,,,,,,,,,,,216.5231,,,,,362.41,
5009,,,,,,,,,,,,,,,,,
5010,,,,,,,,,,,296.4293,160.7396,,,,,
5011,,,,,,,206.5902,,,,393.9272,153.4141,,,,619.7236,
5012,,,,,,,,,,,,,,,,301.8931,
5013,,,,,,,,,,,194.2775,,,,,,
5014,,,,,,,,,,,311.4541,,,,,,
5015,,,,,,,,207.8316,,140.6609,216.5009,314.3121,,,,,
5016,,,,,,,,,,,190.444,251.4002,139.3645,,,,
5017,,,,,,,,,,,,139.0423,74.7411,,,,
5021,,,,,,,,,,,,,,,,337.123,
5022,,,,,,,,,,,,,,,,,
5023,2309.592,,,,,,,,,,,,,,,,
5025,,,,,,,,,,,,,,,,170.8976,
5026,,,,,,236.9978,227.072,299.9532,,,347.9895,322.8016,,279.1451,270.6887,300.8269,
5027,4441.3196,,,,,,,,,,,,,,,,
5028,302.348,,,,,,,,,,,,,,,,
5029,,,,,266.3656,,,,,,,333.941,,404.078,,,
5030,1527.6545,,,213.5459,808.9107,,,,,,,,,,,,
5032,394.9439,182.0577,161.2811,253.2895,356.5911,,,,,,,,,,,,
5033,166.6925,,,,,,,,,,,,,,,,
5034,511.5753,3056.3604,3056.2788,3039.5628,2018.6405,1392.7449,1161.0399,998.7728,1377.8657,1032.2454,858.2875,800.9113,,997.5652,1000.8931,770.0155,
5036,,,156.8079,,,711.0984,633.9071,759.0901,,535.7267,925.6421,797.8908,199.6866,748.1306,732.485,797.1783,
5037,1148.0092,,,,659.5486,,,,,,,,,,,,
5038,,,,,,,,87.7805,,,,93.199,,86.3955,,,
5039,,,,,,118.2874,,,,89.1878,159.7109,,,,93.9242,132.6071,
5040,,,,,,812.6698,1295.2406,1321.3177,,,,,,,,,
5041,,,,,,,,,,,,137.4366,,,,,
5042,,,,,,,,,,,,,,,,,
5043,358.4076,636.8349,1087.7582,,443.379,,,,,,,,,,,,
