Feature ID,BlankSub Mean 45_T,BlankSub Mean 46_T,BlankSub Mean 47_T,BlankSub Mean 48_T,BlankSub Mean 49_T,BlankSub Mean 50_T,BlankSub Mean 51_T,BlankSub Mean 52_T,BlankSub Mean 53_T,BlankSub Mean 54_T,BlankSub Mean 55_T,BlankSub Mean 56_T,BlankSub Mean 57_T,BlankSub Mean 58_T,BlankSub Mean 59_T,BlankSub Mean 60_T
4484,41049.5,,95292,,113732.6667,188479.3333,109935.3333,57286.6667,77367.6667,110786.6667,94648,63021.3333,85534,71557.3333,92320.3333,90028
2902,,,,,,,,,,,,,,,,7397.3333
2649,1090420.333,,339047,729740.3333,197644.3333,,85883.3333,176702.3333,149785.3333,76735,95211.6667,135289.3333,151457.3333,96395.3333,124282,99285.6667
2823,62958.6667,,,,,48845,,83334.6667,,,,,,,36981.3334,
2781,24642.6666,,28710.6666,,49914.6666,38962.6666,28535,78414.6666,,,,,,25105,44550.6666,22481.3333
4756,,,,,,,,,,,,,,,,70131.3333
4860,,,29193,21226.5,54355,41089.6667,46505,37833.6667,21282.5,,36628.3333,26951.3333,,,24485,24091
4500,54177.6667,,39654.6667,30231.3333,78930.3333,83620,85775.6667,83258.5,80434.3333,70681.6667,76052.6667,75316,69136,81448.3333,89056.6667,73875.3333
761,127792.3333,110125,114010.3333,118263.3333,,109362.3333,83822.6667,87853.3333,,,,4337999.333,4379872.667,4562458,4385471.667,5427843.667
4474,18868.5,,,,45044,33320,,,,,,,,,,
3984,,,,67949.3333,55792,34442.3333,178579.3333,42482,59942.6667,24038.5,54567.6667,,195093.3333,40334.3333,98834.6667,59445.6667
1244,,,186428.6667,,366192,,179072.3333,285627,,22024.3333,298846.3333,33031,97212.6667,,144339.6667,150296
869,,,,,,75774.6667,,,,,,,,,,
1791,59941.6667,41707.5,129436.6667,201904,69844.6667,87343.6667,64371.3333,221919,61819.3333,52376,133444,192273.3333,70707.6667,68300.6667,83381.6667,182182.3333
4033,16646,,,,60656,,116257,129256,82448,21785.3333,43219.3333,,,17504.5,54431.6667,
4959,,,,,,,,,,,,,55083,,,
713,8944999.333,,,2555888,11890207.67,13633333.33,14866666.67,10158622.67,11533333.33,10206749.67,10892876.33,8429922.667,10267014,9191417.333,11011921.67,8714537.667
2183,8944999.333,,,2555381.667,11890207.67,13633333.33,,10158622.67,11533333.33,10206749.67,10726209.67,8429922.667,9820609,9191417.333,11011921.67,8714537.667
660,8944999.333,,,2556265.333,11890207.67,13633333.33,14866666.67,10158622.67,11533333.33,10206749.67,10892876.33,8429922.667,10267014,9191417.333,11011921.67,8698965.667
2996,14578091,,10474858.67,5005147.667,21100000,22866666.67,23800000,17166666.67,16266666.67,15833333.33,16400000,13233333.33,15833333.33,13498301.67,15733333.33,13400000
3114,604880.3333,,,204871,1114280,1221244,1414653.333,826528,791479.3333,838967,879214.3333,624361.3333,770170.6667,738652.6667,881051,655050.3333
5061,34439.5,,,,,52371.5,,,,,,,,,,
1647,,117411.5,139013.6667,281544.3333,204845,162827.6667,,72833,,18955.5,,,,,,247098
1365,244123.3333,,,71003.3333,352581.3333,423654.6667,471051.6667,332879,387581.3333,360353.6667,395944.6667,311188.3333,367970.6667,392291.3333,409814,315798
5563,,,,,26861.5,,,,,,,,,,,
4241,,,,,,,,,,,,,110719.5,,,
1869,185782.3333,,,67871,214547,230304.6667,215807.6667,243810,163526.3333,125858.3333,162202,224453.3333,153669.3333,147359.6667,171510,179840
2031,109850.6667,156821.5,104047.3333,95818.6667,97147.6667,114987.3333,123584,81077.6667,107880.6667,84139.3333,100899.6667,72704.6667,84210.3333,112756,108760.6667,75374.3333
3595,173261.5,,,,191344,213202.3333,204908.3333,151823,104084.3333,106415.3333,148087,95307.6667,,112091,147019,122863.5
445,,,,259900.5,338515.8333,405554.5,304491.5,157595.5,,306509.5,312200.8333,,200731.8333,212503.8333,,535094.8333
519,,,,,,36569,54334.6667,,,,,,48671.3333,,,31338
328,94759.5,,88158.8333,,179374.8333,162872.1667,183482.1667,150089.1667,74414.8333,57575.8333,,60166.8333,75134.5,57501.1667,73812.1667,84783.5
4909,,,,,,,,,,52517.3333,,,,48797,,33968.5
4556,60692,,54591.3333,53683.6667,95471.3333,90943.3333,91462.3333,89348.3333,71479,70091.3333,95494.3333,88710,71128.3333,81771,91881,89567
4105,104215.3333,122208,93744.6667,130858,71982.3333,110395.6667,22793.3333,32236.6667,36891.5,,,14089.6667,41105,15979,,
3703,212114,225032,260933.6667,300583.3333,193107.6667,190900,197715.3333,207632.6667,225666,199263.3333,239974.3333,220074.3333,252278.6667,239777.6667,219115.6667,218188
4349,,176139.3333,214476.3333,300583.3333,40322.6667,,,,55651.6667,58429.3333,,61535,,51942.6667,56382,60582.6667
4784,,176120.6667,214476.3333,300583.3333,40280,,,,55651,58424.3333,,61418,,52163.3333,56436.3333,60478.6667
5406,48529,176260.6667,214543,,27123.6667,35899,42691.3333,,57159,61658.6667,57298.5,,51568.5,52175.3333,43771.3333,60326.6667
1117,44901,,,42576.3333,405065.3333,566314.3333,620088.6667,230813.6667,156217,143867.6667,123298.6667,295306,89330.6667,200993.6667,277316.3333,154303.3333
13,6825617.333,8305725.333,6410061.667,8437551.667,6146134.667,6590715.667,6068622,5515231.667,2990675,3597147.667,3704128,3453829,3031296,3901155,3451033.333,3259411.667
5583,18633,,,,,,,,,,,,,,,
5128,,36055.5,26711.5,35147,,28738.5,,,,,,,,,,
507,,,,,,,225358.8333,,233592.5,,,,,,,
5377,82255,,,,,,,,,,,,,,,
111,1531062.167,136228.1667,229522.1667,762774.1667,684994.5,1377522.5,240206.5,617618.8333,253979.5,186635.8333,227533.1667,407187.1667,315109.1667,220432.8333,211063.8333,291306.8333
94,1437289.667,,,669179,590129.3333,1293214.667,,523846.3333,,,,313414.6667,,,,
1672,187889.3333,166361,99520,217685.6667,80591.6667,137688.6667,96607.3333,74788,,55745,69958.6667,68293.3333,38600,41533.5,38178.6667,23972
1855,103295,,,155303,,28455,,,23533.5,,93005.5,93304,,,,
1346,,302806.5,236172.6667,393101,269954.3333,460314.3333,283491,219237,,,,118799,304509.5,,,
3605,76700.3333,,46133.3333,125915.6667,38363,164352.3333,,50997.6667,,,,,23761.6667,18850,22342.5,18155.5
224,356565.1667,,165252.1667,343025.8333,162186.5,306872.1667,60358.5,61433.5,21730.5,,12412.1667,27517.1667,17398.8333,12439.1667,20529.8333,10095.8333
1599,8161364.333,8436053.333,3960012.333,8363066,4213341.667,5065802.333,3422107.667,3576655.667,992895.6667,297852,,908460.6667,858869.6667,825746.3333,,913183
1136,8160334,8433963,3954445.667,8358195.333,4210743.333,5063606.667,3407991.333,3575157.667,992895.6667,285053.6667,,889491.3333,858869.6667,825746.3333,,913183
669,8160001,8433942.333,3954421,8357865,4210283.667,5063616.333,3407707.667,3574500.333,992895.6667,290820.3333,,908460.6667,858869.6667,825746.3333,,913183
1079,488450.6667,167252,81757.6667,48238.3333,95616,128639,125844.3333,139220.6667,,,,,80958.3333,76089.3333,,
4861,50528.3333,,38046,39193.6667,71356,66271.3333,72273,71490,58196,53354,68656.3333,62253.3333,50658,61942.6667,74482,70400.3333
1589,,,,,,,,,33453.5,,,,273914.5,,,
4529,74799,,,,,38301.6667,,,,,,,,,,
775,911679.6667,,800977.3333,363562.6667,930031.6667,912161.6667,1121701,770459.6667,1693099.333,1399852,1259916.333,815759.6667,1753763,1220286,1055530,1180682.333
606,137462.3333,43182,32437,69633.6667,39207,,,97139,48808,,47959,59673.6667,93427,40277,28457,56117
806,340647,,163070.6667,99519,379241.6667,621090,651494,442395.3333,676328.6667,604421.3333,337081,288144.3333,1159439.333,670537.6667,391164.3333,
2355,330094.6667,226412,206240.6667,113106.6667,191720.3333,203815.6667,303402.3333,176244.6667,162441.3333,184998,190034,174198.3333,237534.6667,,203622,211035.6667
2042,207402,246198,151379.3333,125048,198365,200165.3333,234244,136115.6667,164956,154067.3333,205476.6667,115101.6667,186658,,201531.3333,123287
479,107682.8333,66228.5,52188.5,,135305.8333,79041.1667,152382.5,67982.1667,,34750.1667,49855.8333,29579.1667,36577.1667,37525.5,42058.5,29292.8333
1162,199350.3333,132255.5,53574.6667,101429,,125976.5,,57249.5,176824.3333,144474.6667,102473.3333,30058.5,339569.3333,160094.3333,182270.6667,153410.3333
139,901081.8333,588779.1667,455867.5,1074690.833,417008.1667,795743.1667,403623.8333,272089.5,99312.5,,80133.5,114333.1667,207944.1667,,106728.1667,90666.8333
1226,336905.3333,,137537.6667,457600.6667,,247758.6667,148555,75563.6667,72507.6667,47967.3333,64403.6667,70055,60219.3333,42475,63888.3333,43630.6667
1588,209645,,74606.6667,264172.3333,64358.6667,141339.6667,,,186784.6667,109756.3333,163975.3333,,303236.6667,104666.6667,124433.3333,186492.6667
2648,1474284.667,,541737.3333,1544387,424983,1805765.333,147744,607714.6667,84075.6667,53859.6667,96115.6667,138506.6667,248560,149386.6667,206535.6667,204291.6667
3798,1449256,,571815,1509174.333,475417.3333,1810915,193003.6667,656106,137963,108985,144264,186016.6667,300464.3333,200017.6667,260003.3333,250733.3333
3722,1446693.667,,571798,1509489.667,475417.3333,1810915,193003.6667,656106,137964.6667,108985,144264,186016.6667,300464.3333,200017.6667,259902.3333,250733.3333
4288,,,,,17561,,,37659.6667,,,,,,,,112360.6667
5381,,,,,,,,,,,,,33518.5,,,
168,3638976.5,,418656.5,,,,,540126.1667,873690.5,,,,458008.8333,,,
24,3830857,,509238.3333,,336723.3333,,,629014,,,,,319089.3333,342220,,
4571,43921.5,,36387,,49319.6667,55965.3333,67821.6667,40643.6667,53240,45984.6667,46939.6667,41873.6667,55546.3333,51776.3333,39201,44181.3333
3338,,,,,573358,123842,314901.3333,,222940.3333,84875.6667,150898.6667,,183477.5,101572.3333,,229993.6667
3507,,,,,353822,53308,143093.3333,,83658.6667,37026.3333,56735.6667,21408.5,70011.5,44278.6667,43332,84918.3333
1667,119701.5,,,,49763.6667,87076.6667,49024.6667,47649,45988.6667,30842,37691,45313,257812.5,50752.6667,44042,
5293,,,,,25060.3333,18665,21421,20247.5,33569.3333,29980,25832.6667,24912,42422.5,25121.6667,20034,32035.6667
3169,50044.3333,,,,99571.6667,23394,1094592.667,545348.3333,192125.6667,121663.3333,75483,47202,124362,190093,191751.6667,
709,2643356.667,,,583297.6667,3428711.333,4206056.333,4679910.333,2578912,3330877.667,2930619.667,3084786.667,2079161.667,3059981,2887039.667,3389540,2300302.667
746,1227092.667,,,271938.6667,1474288.333,1991727,2306341,1064078.667,1596173,1444545,1638607.667,998968.3333,1343196.667,1359788.667,1607138,1069784.667
815,,,66009.5,,,,167074,,853532.5,501448.3333,266418.6667,,1714501,493157.6667,260765.5,
2608,205203.5,,,,,,,,,,,,,,,
2597,,,,305132,,,,192522.5,168075,128507.3333,106768,144896,,,191017,137602
3058,1142857,,385473,1240216,281503.6667,,141046,400793,106146.3333,85202.6667,109426.6667,132284.6667,187802.3333,144466.6667,191672.3333,175257.3333
3563,1124112,,381729.3333,1240609.667,279334,,140975.3333,386494,107424.6667,85202.6667,109086.3333,132263.3333,181725,143598,189981.6667,174153
3810,1127899.667,,381681.3333,1247616,274805,,140975.3333,379929,107806.3333,85202.6667,109086.3333,132243,181725,143598,189981.6667,174153
4042,1130987.333,,381761.3333,1242270,279601,,140975.3333,399011,107424.6667,85202.6667,109086.3333,132282.6667,181725,143598,189981.6667,174153
4553,,,,,,,,27570.3333,,,,,,,,87353
2072,,,,,,161542.6667,,,,,,61193,,,,
5272,,,,,,,,,,,,,,,,46083.3333
1688,117051,,91055.6667,40333.6667,185248,218588,242436.6667,162374.6667,193514,165268.3333,191896.6667,154664.6667,179021.3333,198153.6667,207937.3333,160506.3333
1049,512166.6667,,427638.3333,179161,747778.3333,842394,741071.6667,578210,774066,721248.6667,825783,649549.3333,708250.3333,685858,780948.6667,693903
1790,121499.5,,110457,,132884,151645.6667,179768,114994,100902.6667,116065.6667,140670.3333,117163.6667,106880.6667,131774.3333,124214.6667,99762.3333
5164,32862,,,,,,56494,,,,,,,,,24379.3333
1937,27934,,,,65630.5,,,,,,,,117081.5,,,
1637,39370.3333,,,,75225,,,,,,,,221485,,,
5202,,,,,27655.5,36077.6667,30237,34493,,,,,,,,24383
1382,193057,226096,137581.6667,86562,240354.6667,311565.6667,313089,214872.3333,216587.3333,201428.6667,197608.3333,155997.3333,187550.6667,172961,228299.3333,175681
5162,,,,,,28596,59866.5,66071.5,,,,,,,,
1574,81656.5,,,,,204519.3333,,43659,,,,29345,34576,,,
3350,342273,72737.6667,61529,64449,89585.6667,267055,102513.3333,200532,,,,,56638.3333,,53491,52771.3333
739,1524832.667,1615395,1279935.333,1353284.333,2316950.333,1188271,1814511.667,1306185,1110542.333,457743.3333,1187010.667,871617.6667,1137339.333,1043444.667,1583044.333,822521.6667
1929,,,39219.75,,,,,,,,,,,,,
4231,112703.3333,106228,123108.3333,113061.3333,111687.3333,115551.6667,78831,85663.6667,,,,,82027.5,,,
2082,,,,70953.6667,,29812.6667,,19871,,,21369,,,16315.3333,32696.3333,
5324,,,,,,,,40646,,,,,,,,
4836,75493,,,,,,,,,,,,,,,
3187,511230.3333,,,113321,700913,866956.6667,814001.3333,654108.3333,741288.3333,674772,659936.6667,520153,458254.3333,700082.6667,694225,572729.6667
3823,120131.6667,,160989.6667,113321,93748.3333,122798,121869,67082.3333,105050,98043.3333,96642.3333,,68488.3333,95905.6667,99072.3333,71611
2034,,,,,,,,,,60306,,,,37066.5,,
2939,,,,,,,,80255.5,,,,,,,,
2785,12514.6667,,,,,,42391.3334,16582,15208.6667,,,,,,,
1238,338266.3333,275445.6667,195447,350932,221017.3333,312271.3333,217490.3333,162266.3333,81395,43824.3333,68373.3333,85030.3333,128622,70113.3333,99499.3333,89417.6667
2107,338266.3333,275445.6667,195379.6667,350932,221017.3333,312271.3333,93441.3333,50786,65960.6667,43985,69047.6667,89095.6667,120112,69641.3333,102323.6667,91679
3723,76322,30818,,39498.5,,,,,,,,,,,,
1359,,,,,,,,,,,,,122944,,,
1682,38949,,,44191.6667,62852.6667,,37333,64597,,,232720.3333,,,,43209.3333,
3209,,,,,,,,,,,887108.3333,,,,,
4489,70047,58112.5,57984,,94996.3333,79445.6667,90546.3333,72179.3333,68541.6667,62985,56434,51354.6667,52793,60004,56111,58028.3333
4366,40627.3333,,37613.3333,27516.6667,80145.3333,100657.3333,90598,85666,,32521,34033,35507.6667,35472.3333,38716.6667,40805.6667,39901.6667
5433,49361,,34369,,126439.6667,117071.3333,,90635.3333,80511,76257.3333,101969.6667,90775,,,104817.6667,77171
4984,50155,,,,,38181,36692.6667,,,,,,40538,,,
3862,91433,,79344,,126429,148375,138565.3333,101520,86122.6667,75012,103011.3333,91405.6667,,101302.5,99498.6667,77471.5
4775,37581.5,,43627,,40930.6667,46275.6667,46271,31219,46051.6667,27248.3333,31426.6667,43873,,36262,31556.3333,27950
5696,37581.5,,43624.5,,40929.6667,47194.3333,46674,31219,46051.6667,27248.3333,31426.6667,43873,,36262,31556.3333,27950
600,,,,,62649.6667,73562.3333,58573,14588,14251.6667,15522.3333,16721.3333,,50371.6667,19773.6667,23331.6667,20319.6667
1092,266721.6667,,,61391.3333,344502,403144.3333,478223.3333,260402.3333,329482.6667,308489,301450.3333,208543,282484.6667,238865.6667,331904.6667,223578
4330,480347.6667,,,116210.3333,704635,831859.3333,1000442,521230.6667,535288.3333,535594.6667,505976.6667,353809.6667,469013.3333,411398.6667,529839.3333,341229.6667
3163,480468.6667,,,116210.3333,704624,830586.6667,1000487,521230.6667,535288.3333,535594.6667,505976.6667,353809.6667,469013.3333,411398.6667,529839.3333,341278.3333
3568,101885,,,67657.6667,154269,237128,268271.3333,135372.6667,116571.6667,113666.6667,110970.3333,82202.3333,106507,106667,118383.6667,82119.6667
4772,61660,,,,,,,,,,,,,,,
78,,,,206319.8333,1298902.833,1249954.167,1605540.5,985966.8333,453440.8333,396824.1667,438784.5,450347.5,442601.1667,468019.5,643317.1667,440062.8333
1001,656950.6667,,542381,241358.3333,876963,944999.6667,684511.6667,680518.6667,873374.6667,867790,942099,806690,796263.3333,799818.3333,887788.6667,826985.3333
1388,194570.6667,,,62113.6667,285049,346317.6667,377587.6667,256749.3333,308151.6667,282758,310961,248830.3333,279763,316935.6667,331778.6667,262158.6667
5549,20641,,,,29036,,28866,,41913.3333,,24251.3333,16961,34360.5,54811.3333,43443.6667,
4755,,,,,28659.3333,28418.3333,38045.6667,30931.5,,,,,,,17515,
4574,20641,,,,29034.6667,,80058,78801.3333,41907.3333,,22162.6667,16961,34360.5,54811.3333,43483.6667,
5698,,,,,,,,,,,,,20124.5,,,
3996,,,,,,,,,,,,,128899.5,,,
984,690455.3333,,115382,,202494.6667,370269,224752,240926.3333,226711.6667,183142.3333,146723.6667,200914.6667,190038.3333,184658.3333,,135515.5
3112,,,,99349,777257,1066237.333,1332772,697649.3333,830055.3333,792902,968996,770359.3333,,871872,737356.3333,747605.6667
3305,248629,,293600.3333,99349,463696,737031.3333,1156744,570615,827546,792080.6667,967033.3333,769860.3333,,870532,639976.6667,656106.3333
576,95479,,66974,47550,84478.3333,131049.3333,101175.6667,102898.3333,,,59205.6667,,65907.6667,45618.3333,101724.3333,67220.6667
4854,57274,,18171.5,,38099.3333,44793.5,37362.5,,,,,,,,,
3902,100221.3333,,80990.6667,51321.6667,145964.6667,157319,163492,101871,153807,137231.3333,135932,124731,150717,157735.3333,170516,127858.3333
1689,,,,,98165.3333,190881,211235.3333,83686.3333,,,,80325.3333,,81963,75931.6667,50543.5
798,1494456.667,,1439156.333,1295463.333,1299099.333,1653613.667,1664851,1093557.667,1411354.667,1128380.667,1349962.333,1040176,1109750,1489079,1453981.333,1009078.667
1666,108837.6667,77054,75909.6667,76638,102791.3333,153353.3333,117268.6667,145190.6667,199622,157418.6667,134772.6667,119301.3333,207984,172278.3333,120752,141079.6667
1129,213428.6667,,172902.3333,107319.6667,184546.6667,235351.3333,218876.6667,182470.6667,372955.6667,321006.3333,252813,248663.6667,485739.3333,280331,217907.6667,338327.3333
1104,222741.6667,,192713.6667,125912.3333,250343,273412,297483.6667,203850.3333,530250.3333,400160.3333,381627.3333,326774.3333,545342.6667,402890,345077,415035.3333
5005,40466,,28014,,,235520.3333,,156929.6667,44492.6667,28652,36909,,,,,
3314,477589,,28014,,,235520.3333,,156259.3333,44492.6667,28652,36909,,,,,
4039,91827,,,,,100374,,,,,,,,,,
5011,48488,37470.5,45357,29062.6667,46053.3333,36717,42570.3333,42231.3333,46494,,38368,23805.6667,42211,30572.6667,28920,
2794,,,,,48740.6667,,,,,,,,,,,
2856,,27151.5,,,,,,,,,23666.1667,30447.8333,,,27226.8333,
3802,141712,141877,95227.3333,139304.6667,182849.6667,208272.6667,169902.6667,178359.3333,112213.3333,106675,142853,148862.3333,49575,144009,109558.6667,118112.3333
700,2437070.667,,2264080,1366921,2717563,2322290,3005720.667,2083896,4558119,3756103.333,3372498,2515533,4804759,3060519,2970134.667,3716092.667
1560,118685,193394,,,153351.6667,205574,272900,141562.6667,153807.6667,132965.3333,138316.3333,112820.3333,148516.3333,159203.3333,165402,116136
678,1770588,,,485647,2712586,2982214.667,4007069.667,2657378.667,5004437.667,4352835.667,3924931,2585160.333,6594549.333,4578837.333,3351015,4883084
1768,203223,137963.3333,127201.6667,157669,178764,226824,193765,112225.6667,220371,173867.6667,272931.3333,127715,178497,247947.3333,201105.3333,186469
569,30577.1667,,,58391.8333,15458.8333,53228.1667,26581.8333,15058.8333,,,,,,,,
5515,22765,,,29953,,21714,,,,,,,,,,
2732,76373,53101.3334,59189.6667,59635.3334,54253.6667,119034,55338.3334,53026.3334,25781,24887.3334,,22694.6667,,22019.3334,33661.6667,25176.6667
2609,176384,,447302.6667,380153,524949.3333,194336.3333,539958.3333,230906,493476.6667,,,566535.6667,407322,408834.5,465613.3333,603547.5
2590,865684.3333,428661,427824,462166,572068.3333,523856.3333,,383662.6667,523290,481164.5,,,413555.3333,,,
2130,87469,,,,,,,,,,,,,,,
3033,2037678,203639.6667,152383.3333,261513.6667,,2067384.333,,,69264,55943.5,63742.5,38102,46494.3333,96756,,51926.3333
4084,111568,,,103223.5,,99237.5,,,,,,,,,,
3863,103448,,,,,,,,,,,,,,,
4218,38890.3333,204015.3333,147679.3333,114611,65751.6667,72613.3333,95753.6667,54180,62114.3333,55943.5,63742.5,33278.3333,46494.3333,96756,,51926.3333
3137,1126223.333,203451.3333,152383.3333,261636.6667,,2071051.667,,735615.6667,69281,55943.5,63742.5,38154.3333,46494.3333,96756,,51926.3333
1257,23765,,,,,30654,353959,182238.6667,,,,,,,,
1738,264785,292896,168874,256951.3333,179339.6667,166722.6667,153855.3333,162685.3333,67767,28123.3333,71309,90098.3333,99466.3333,72735,62449.6667,76303
857,2054386.333,,,494542.6667,2602465.667,3748337.333,4142968.667,2204862.667,2532292.333,2360882,2528563,1801731.667,2149145.333,2291431.333,2580617,1845689.333
710,2052588.333,,,491235.6667,2589996.667,3754505.333,4130420.333,2188192,2532039.667,2360991.667,2528563,1801738,2155442,2297485.333,2585558.667,1845421.333
653,36966666.67,,25839057,12168755.33,49100000,54100000,58433333.33,43766666.67,46266666.67,42133333.33,45133333.33,36866666.67,42366666.67,39233333.33,46300000,38500000
2021,,,,,,,106903.5,,124405,84221,84491.6667,,149151,74321.6667,,91940.3333
4467,73281.5,,,,73755.5,84784,73819.5,79471,,,,,,,,
3501,2158726,191915.3333,375674,928488.6667,1092308.333,1964185,,843215.3333,196391.6667,98972.6667,87723.6667,367196.6667,207289.3333,153265.3333,131483.3333,114606.3333
