Feature ID,BlankSub Mean 45_T,BlankSub Mean 46_T,BlankSub Mean 47_T,BlankSub Mean 48_T,BlankSub Mean 49_T,BlankSub Mean 50_T,BlankSub Mean 51_T,BlankSub Mean 52_T,BlankSub Mean 53_T,BlankSub Mean 54_T,BlankSub Mean 55_T,BlankSub Mean 56_T,BlankSub Mean 57_T,BlankSub Mean 58_T,BlankSub Mean 59_T,BlankSub Mean 60_T
87,248568,,,,1321002.333,1045792.667,597444.6667,544933,322426,50605.3333,255621.3333,764055,86093,125728.6667,207820.6667,207368
4203,56479.3333,,,76390.5,,70189.6667,,,,,,,,,,
5080,47704,,,57226.5,,75614.5,,,,,,,,,,
2468,79027,72684.5,55352.5,48685.6667,86003.6667,,56231,94164.6667,59551.6667,25651.5,,46708,,32309,,45055.5
5521,,,18420.5,,25979.5,,28988,19370,,14106.3333,14800.3333,12141.6667,,,15604,
1662,96413.3333,,,,133553.6667,203084,191900.3333,112797.6667,79826.5,80726.5,67318,67069,100181.3333,82370.6667,101796,66585
1854,,103826.3333,122624,143133.3333,150889.6667,96866.5,91419,,86707,59184,52623,82843,74065,75117.6667,76200,78224.6667
2361,65990.5,,,,50018.6667,66278.6667,57222.3333,39769,,40381,39818.5,,39089,41473,38239,
5418,120439,,86578.5,36555,127784.3333,118279,108341.3333,122753.3333,57178.3333,68597.3333,56744.3333,47954.6667,67219.3333,40320.6667,67531.3333,46980
3447,219557,,181824,175105,118750.3333,299230.3333,38588,72061,85919.6667,64464.6667,76861.6667,119464.6667,89093.6667,72695.6667,67052,75064.6667
3712,154903.6667,,,45312,169683.6667,224479.3333,203143,143642.6667,69468,84888.6667,73841.3333,63158,79737.3333,57141.3333,89829.6667,65502
1789,142411,133520,137281.6667,128213.3333,155020,160056.6667,149876.6667,134466,128715.3333,104872,118909.6667,119344.6667,126240.3333,90262.3333,125253.6667,116517.6667
3881,73858,,,40471.3333,151304.3333,117777,130064,142672.6667,73435.3333,67719.6667,50340,52693,87326.5,60515,60718,70551.3333
216,1519548,769245,220289.5,561544,597771.3333,987962,311003.6667,296509,203463,,,204773,,206783.3333,299759.3333,329123.6667
4233,,,,,,,,104065.6667,,,,,,,,
5422,40094.3333,44094,14678.6667,39091.6667,18648.6667,20990.6667,,11261,,,,,,,,
4332,87716,,,,,25018,,,,,,,,,,
5234,,,,,,,,,,,,30954.5,,,32872,
4812,41805,,55969,,55615.6667,68737,48357.3333,54768.6667,58533.6667,64189,60527,51844.6667,37968,62734,56701.3333,53739.3333
5725,,,,,,,,,,,,,,,,22896
2262,47803.6667,,24815.3333,,42217.3333,45694.3333,51919.6667,38098,73216.3333,54503.6667,55214.6667,36726.6667,66516.6667,54047,51215.3333,49475.6667
2334,103692.6667,154067,104626,,91653,103597.6667,80042,80827.6667,,,,,,,,
4242,,,,,29130.3333,,91659.6667,59263,33630.3333,,,,27671,40689.3333,34190,
5170,48865.5,,,,27478.5,37511,42067.3333,39089,,25152,,,,,20182.5,
1786,154202,197569.5,145810.3333,111426.3333,167281.3333,160236,161154.3333,115972.6667,140961.6667,113271,124311.3333,106693.3333,128672.6667,109637.6667,132986.3333,104554.3333
3959,79367,62341,58507.3333,56467,41316.3333,114888.3333,,,36181.5,45572,,46817,47569.6667,,30683.5,24610.3333
5724,,,,,,,,31236,,,,,,,,
308,,,,,,,,,164093.1667,,,,,,,48909.1667
150,340366.1667,,117086.8333,1064206.833,164452.8333,483366.1667,133833.8333,,72918.1667,,27344.5,21517.5,19750.5,,,
85,442121.5,,164193.1667,1342700.5,404070,613654.5,170450.5,,155857.1667,,49428.5,41751.5,,,43630.5,40673.1667
3779,231550.6667,,119752.6667,329313,,202027.6667,,122885.6667,163143,126724.3333,138764,104134.3333,87656.3333,123214,105128,110170.6667
4197,231808.3333,,119752.6667,329313,,166126.3333,,122472.3333,163143,126724.3333,138764,104056,87656.3333,123214,105128,110170.6667
3677,203269,,93155,235264,,,,142754.3333,163143,126724.3333,138764,69297.6667,77026.6667,123214,94948.3333,110170.6667
4960,,,88346,,,68847,,,,,,40409,,,,
5363,,,,,29929.6667,,,,,,,,,,,
5731,,,,,,,,,,,23531.6667,,,,,
3680,126208.6667,,51581.3333,130725.6667,27237.6667,98876,,29287,,17365.5,17714,25306,37075.3333,20904,25669.6667,21611.3333
5765,,,,,,14496,,,,,,,,,,
4019,97212,76743.3333,151727,117223.6667,137901.6667,164992.3333,133945.3333,121862,30328,39987.6667,48357.6667,53357,59920,46804.6667,85606.3333,70285.3333
5676,,,,,26590.5,,24094.5,,18671,18747.5,,,,,20527,
4548,23849.5,,,,39650,58613.3333,64392.3333,48410,37298,35730,29135,26164.3333,40531.6667,39721,44009,29148
2396,,,,,25976,46389,56221,21488.5,28535,29553,27449.6667,,,40073,30992,
717,2677026.333,2955517.667,2699806.333,2122244,2192086,2454961.333,1747517,2046977.333,403770.3333,466632.6667,415157.3333,438553.6667,428050,,486394.3333,419575.6667
3790,101378.6667,59874.5,47425.6667,41292,34640.5,82195.3333,,,39961,,29130.5,46738,35180.3333,36825.5,25585,25753
4622,645327,,136635.3333,797660.3333,70310.3333,,,131739.6667,155481.6667,99361.3333,110377.6667,132379.6667,94534,118755.5,103175.3333,79898.3333
3265,482516,,119538,599970,,,,86518.6667,114157,94352,78805.6667,87793.6667,76194,88416,83947,58006.6667
4405,43682.6667,,,47333.6667,,40705.5,,,,,,,,,,
1894,154242,,,71649.3333,227244.3333,150918,193109.6667,182200,173885.3333,133873,134785,146956,161023.3333,137167,114685,149448.6667
970,781544.3333,,448979.3333,1395087.667,177327.3333,795669.6667,91143.5,116464,,,,,,,,
4181,37326.3333,25458,35543,27242.3333,40441,47393.6667,43386,39389,102687.6667,86701,107382.6667,98703.6667,56034.6667,82113.3333,91097,84622.6667
3461,238719.6667,256463.3333,394524.6667,422160,411114.6667,372734,363926.3333,366400,116908.3333,120716.3333,147631,166979.6667,182289.3333,166316,202209.6667,201658.3333
5482,17063,,,,30758,27866.6667,33128,27771.5,30381,30607.6667,27448,26249.3333,,32233,26408.6667,21765
1795,,,,,,,,157407.3333,,,,,,,,
3530,,,,,,,287604,117641,,,,,,,,
4505,37247,,,,,83006.6667,,66480.6667,,45232.3333,,,,31500.5,,35015.6667
5052,,,,,,,,,,,,,51588,,,
1804,128705,145864,125092,152709.3333,116769.6667,124457,116149.3333,115718.6667,60998.3333,70847,75471,69907,61538.6667,76882.6667,72550.6667,67545.6667
108,737912.3333,1035079,633493.3333,612998,576263.6667,850028.3333,653017.3333,448763.3333,,,,,87348.5,170057,129708.5,
3508,,,,99284.3333,,181970.5,,,,,,,,,,
2214,100020,,48548.3333,163363,50017.5,70961,61784,53694.5,51550,,55153.3333,44499,62037,,,
3197,592880.3333,,112635,680910,,,,88495.3333,108299.3333,73436.6667,54019,83135,55621.3333,51352.5,61877.3333,66472.6667
5753,21212.5,,,,,,,,,,,,,,,
4969,48129,,,,,,,,,,,,,,,
3300,110305.3333,,99817,,87043,,,,,,,,,,,
5308,20861.3333,,40680.6667,,42587,35340.3333,38447.3333,37270.6667,22025.6667,22342,27756.6667,21614.3333,,21580,15038,22368
5007,,,,,,,38931.3333,43377.3333,28946.3333,32529,,,48986.5,26149.5,,
2207,939480,,,200627.3333,583212.6667,1517728.667,471032,353626.6667,560514,658796.6667,526574.3333,470198,598755,456285.6667,625299.6667,484862.6667
1966,939480,,,194609.6667,743013.3333,1517728.667,,891088,560514,658716.6667,526574.3333,470198,598755,446602.3333,626926,484862.6667
884,939480,,,200627.3333,815027.3333,1517728.667,1029330,890799.3333,560514,656586.3333,526574.3333,470198,598272.3333,444443,624607.6667,482277.6667
1406,939480,,,200627.3333,743013.3333,1517728.667,,891088,560514,658716.6667,526574.3333,470198,598755,444443,626926,484862.6667
1068,939480,,,200627.3333,670370.3333,1338905,1029330,891088,560514,658716.6667,526574.3333,470198,598755,444443,626926,484862.6667
1113,939480,,,200627.3333,815027.3333,1517728.667,1029330,890799.3333,558699.3333,656586.3333,526574.3333,470198,598272.3333,447476.3333,624607.6667,483401.3333
5212,,,,,,,,35765,,,,,,,,
4280,89801.3333,,77149.5,34909,70925.6667,55517.3333,51627,47516,22379,,,,,,,
3360,173858,,57448,105946.3333,66539,,,,,,,38593,,,,
3161,605879.6667,205553,,128278,562962.6667,776338,94606.3333,314867.6667,175697,,78999,112601,,80957.5,80728,101661
5578,,83526.5,,130360.6667,246309,175975.3333,100460,188358,175697,,77568,112601,,60511,80728,101822.5
4303,602419,,,113510.6667,552535.6667,774204,100291.6667,314897.3333,175697,,79493.5,126821,,81205.5,82048.5,105665
3604,651376.6667,206157,,130063.3333,563194.6667,812384.3333,100441.6667,256559,175697,,107219,126533.3333,,81340.5,82048.5,105665
2851,,,196918.3333,775712.6667,114270,182992.6667,85643,133493.6667,136106.6667,115709.6667,129205,143093.6667,130254.6667,114087,125813.3333,121749.6667
2688,673136.6667,,196918.3333,775705.6667,114270,,85643,135482.6667,136106.6667,115709.6667,129205,137847.6667,130254.6667,114087,135661.6667,121138.6667
1600,177327.3333,136392,129367.6667,249296.3333,114959.6667,185200.6667,50194.6667,60094.6667,24592.3333,,,22095.3333,,15300,,20668.5
1857,18376.3333,44626.5,23655,41249.3333,25893.3333,26909,24740.3333,27418.6667,18499.6667,24800.6667,21449,46973.6667,28467.6667,20675.6667,29089.6667,38260
268,52017.3333,,41867.3333,65771.6667,38063.3333,14634,39946,,,,,,,,,
2301,,,,,61982.6667,,17034.6667,37877,,,39033.3333,,,,,
5730,,,26935.3333,,32243.3333,31896.6667,24335.5,33633,,,,,,16389.5,,
4725,,,,,28581.3333,48744.3333,54074,31509,19202.3333,21711,17582,16980,26709.6667,33524.5,25323,15197
5626,,,,,19884.6667,23930.3333,23121.5,,,,,,,,,
5579,,,,,,,,35103,35587.5,,,,,,,29269
4759,31815,,,,54320.6667,41083,32931,46434.3333,29704,25650.5,,,38376.5,31006,,33115.3333
5133,21128,,,,30231,36997.3333,,34152,,,,,21259,,19185.3333,
2078,102953.6667,95567.6667,88768.6667,,82941.6667,107331.6667,91176.5,91796,,,,,85453,,,
2243,150648,93679.5,96840.6667,127991,127529.3333,169912.6667,116614.3333,122720.5,,,,83513.6667,,,,77555.5
1719,112409.6667,56822.6667,61422.6667,124738.3333,132748.3333,193829.3333,122996.3333,117091.6667,115085.5,,,95344.3333,,,,
3929,70180,,,,,,,,,,,,,,,
2419,19681.5,35498.6667,31051.6667,59300.6667,28513.3333,30476.3333,35393.3333,,69853,35372.3333,33865,,,51973,,32457.5
1434,,,140681.6667,306174.6667,139415,85952.3333,36219.6667,45596,56939.3333,79059,32831.5,35074.5,,58493.3333,25531.5,29777.5
2378,24770.5,44199,21955,40369,38434,28448.3333,18698.6667,50336.5,100402.6667,78123.3333,33865,35432.5,22945.3333,85902.3333,,48732
5637,,49853,25064.3333,47557.6667,37288.3333,56130.6667,45686.6667,,78853,45747,,,,51606.6667,,34850
4666,,49853,25279,49662.3333,32430.6667,56130.6667,45686.6667,,78853,45747,,,,51606.6667,,34850
4519,55375.3333,78907.5,31618,74485,37172,34002.6667,,,,,,,,,,
3380,271105.6667,188683,112748,131212.3333,283395,500084.6667,320132,162572.3333,75106.3333,50376.6667,64101.3333,87835.6667,76525,77289.6667,96463,102210.3333
4202,271105.6667,138193,112676.6667,131212.3333,283278,500084.6667,274797,131866.6667,46072.6667,36052.6667,36030,61842.6667,67478,56693.6667,53960.3333,94694.6667
5789,,,,,,,17459,,,,,,,,,
5365,40766.5,,,,,,,,,,,,,,,
3671,92821,,,,131745,148584,162736.3333,93931,97521.3333,90421,105040.6667,87408.3333,133619.6667,104231,96716.3333,97245
4337,36477.3333,,40037,26831,90214.6667,55064,78857.3333,75319.3333,59277,53165.3333,,38535.6667,78630,60019,56114.5,64260
4568,46349.5,,,54562.5,,89145.5,,76715,,,,,,,,
522,,232430.6667,,,,266054,230724.3333,,225888,,,220214,,,,
223,154489.1667,,,,123704.8333,462186.8333,,100937.5,46926,,,108171.5,,,,
652,164451.6667,83749.6667,,221592.3333,61080.3333,186856,60841.6667,82958,125021.6667,50729,,30690.3333,80636.3333,100234.6667,81365.3333,91302
459,,,,,,,,3570380.417,699587.0833,,,561652.4167,,,,
1938,93394,67437.6667,52486.3333,54475.6667,64036.5,112610,76372,49771,,33220.5,,,12271.5,25944.5,21056.5,
3928,60954.3333,,,,70416,84589.6667,,37870,,,,25548,,,,
4916,60229,,,,70416,54858,,36076.5,,,,25548,,,,
4066,75702.6667,,,129729.3333,,,,,,,,,,,,
5124,24189.5,,,26227,,,,,,,,,,,,
1021,,976617.6667,793666.6667,2181008.333,574149,459482.6667,259224.3333,,878818,891691.3333,271184,122789.3333,,1212118,,675147.5
2389,,1216329.333,987962.3333,2648610.333,729771.3333,580149,323740.3333,,1109034.667,1121440.667,358638,156581.6667,,1510388,,
1554,,,118896.6667,221427.6667,334945.3333,220492,232980.6667,,1184825.333,882059.6667,268905.6667,117441.3333,,1194418,,
2088,,103455.3333,69703.6667,150796.6667,95075.3333,,85769,68922.6667,,56557,,,92489.6667,,,32509
789,138718,,146055.3333,235093,391571,244202.6667,280676.3333,,1201449.667,888807.3333,270746.3333,118257.3333,,1173018.333,,
3373,,,211951.3333,283452.6667,382956,368970,276564.6667,,1086344.667,824343.3333,301800,169055.3333,140897.6667,1124123.333,,701274
3080,,,792708.3333,1988865.333,354381.6667,462002,363709.6667,,,1036044,386465.6667,219704.6667,,1415343.667,,
5614,,,27214.5,,28020.6667,,17601.5,29240.6667,,,29996.3333,,,,,18885
5684,,,,,,,28053.5,,,,,,,,,
5237,,,,,42560,,27468.6667,,17829.3333,,15812,,,,,17083
5700,,,,,23548,,13176,,17829.3333,,15812,,,,,17083
2221,,,,,36351,66213,88095,,,,,,,,24813.3333,
2019,,,,,62007,89035.6667,119142,45131.6667,77681.3333,59265,66853.3333,37816.3333,52282.6667,82032,86386,48613.6667
3550,,,,,44116,134312,188590.6667,31221.5,,,,16933.5,20902.5,15453,37251.6667,
5766,,,,,,,15194,,,,,,,,,
1687,136706.5,,99873.5,,154457.6667,201642.3333,252021.6667,146545.6667,180779.3333,148056.6667,174841,145515.3333,166974,185535,183474,151328.6667
1122,382907.5,,177843.3333,114591.6667,293442.3333,488127.6667,414485.3333,263541,171995.3333,179185,157481,137230.6667,173748,159248.3333,195509.3333,137843.6667
3125,654768,,,214991.6667,697685,1187835,986639.6667,642567.3333,310201.3333,391324.3333,304802.6667,277454,315756,280229.3333,356545,267132
1493,262448,,,49152,,,,232116,,,,,,,,
5315,,,,,,,,,,,,,26415,,,
4429,66101,,,,,,,,,,,,,,,
31,3527038.333,,866897,153950,2545262.667,6110005.333,703600.3333,4534750,789416.3333,,,622557.6667,,,,148001.3333
4952,,,,,,38134,,,,,,,,,,
3339,222039.6667,,78509.6667,377200.3333,,,,49216.5,67974.5,,42535.5,68565,52281,,55836.5,44602
1743,,124155.5,57491.3333,202964.6667,,,,,,,,,,,,
3844,,113581.5,61917.6667,171447.3333,61633,79067.5,,,91340.6667,60774.6667,32506,,,80870.6667,,56786.5
5425,,58743.5,41564.6667,84513.6667,49443.3333,57684.3333,,,70701.6667,46169.6667,,,,63358.6667,,40542
260,,514405.75,,,,,,,,,,,,,,
4823,39908.6667,,46398.5,,53291.6667,58553.3333,62494,56815,61219.6667,57005.6667,59370.3333,49753.6667,55660.3333,59330.3333,63771,55120.6667
5312,,23509,,37526.3333,,,,,,,,,,,,
2296,76209,,,,77423.6667,112624.3333,94442.3333,78438.5,49402,45214.3333,53818,48178,36113.5,59483,61468.6667,49949
3335,30898,,,,47385.6667,,421264.6667,164061.6667,68613,45457.6667,29761,,55556.5,61793,68840.6667,
2177,87581.3333,95651.3333,88213.6667,67138.6667,78332.3333,95772.6667,77098,72893.3333,,,,,,44628,,
284,91673.6667,77103.5,70813,86639,153184.3333,168580.6667,157194.6667,377034,139686.6667,81941,123151,91698,,101748.6667,118734.3333,84643
1435,246186.6667,311168,242385.6667,193564.3333,264464.3333,258596,252983.3333,196764,229905.6667,180118.6667,204137.6667,182535,208597,168786.6667,211558.6667,178723.3333
2196,1078808,1103053.333,866732,1289877.333,,1009188.333,563775.5,487766.3333,712654.5,,381933.3333,439578.3333,,,642013.6667,
262,646792.4167,644465.4167,609858.75,919583.0833,,669874.4167,,,,,,,,,,
4135,99824.5,,,,,82412.3333,,,,,,,,,,
4798,98471.5,,,,,60827.3333,,30101.6667,,22729.5,,,,,,22062
5710,30131,,25335,,22050,35000.3333,34848,29915.3333,26601,26729,24945.3333,23033,23271.6667,27342.5,26800,22062
5379,22745,,,,21195.6667,27639,29235.3333,22839,21717.3333,22004.6667,20515,21006,20879.5,22782.5,22545,18221.3333
5231,29686.5,,64576.5,33359.3333,145809,108940.3333,,132928.3333,81966.6667,72087.6667,56443,58244.5,74516,95810,74987,87019.6667
3471,38696,,64576.5,33359.3333,148833,117480,249865.3333,134170,81966.6667,72087.6667,56443,58244.5,74590.3333,95810,74987,87019.6667
5570,,,,,,19813,,,,,,,,,,
803,1351449.667,1279586,1378882.667,1180786.333,1145949.333,1387719,930114,1144031,213738,228283.6667,201912,270443.6667,229433.3333,,234668,238745
693,4589749.667,4638711.667,4257858.667,3813743.333,3453870.333,4209060.667,2440186.667,3088902.667,483792.3333,611600.3333,521977,672346.3333,571343.3333,,726974.6667,545891.3333
334,1634099,1537693.333,1661900.667,1415451.333,1381706.333,1682613.333,1107929,1376542.333,215084,236273,201091,286475,234617,,244040.6667,248952
756,2569245.833,4821901,,1338455.5,172915.8333,2714503,,,,,,,,,,
3919,112224,,,156541,,,,,,,,,,,,
1394,,,,,327784.6667,217422.3333,,,,,,,,,41740.6667,
4238,,,,,89173.3333,18720,,,,,,,,,,
3143,,,,,1097261.333,729989.6667,,,,,,,,,97987.6667,
3436,260746.3333,267203,116688.3333,270845.3333,115383.6667,138479.6667,97765.3333,104919.3333,22512,,,20562,20678,27472,,36419
4795,,,,,,,,8309,,,,,,,,
4609,39861.3333,,39134.3333,39150.3333,37872.6667,39729,33135.5,68953.6667,34561,26079,34634.6667,39447.6667,56592.6667,41518.3333,56007,54540.3333
3278,,,,68595.3333,314923.3333,211110,,241188.3333,,28077.6667,57273.6667,110148.3333,72805.6667,79866.6667,104913.6667,99996.6667
3036,168680.6667,,,314098.3333,2295405.333,1017052.667,2717195,1928110.333,547215.6667,414858,325864.6667,470414.6667,577661,589087.3333,537212.3333,913867.3333
4713,63487.5,,,53701.5,,42724.6667,,,,,,,,,,
2502,186133.3333,146806,161343.3333,200802.5,328590.3333,235465,404210,244474.6667,129560,115646,176868,,,287391.5,204681.6667,135933.5
525,87944.5,,88050.8333,32737.8333,,159744.8333,,44324.8333,23334.1667,,,,,,,
547,,,,,99156.5,,,,,,,,,,,
1913,757437,1153301.667,,252816,116026.3333,283308.6667,216380.3333,72577,76326.3333,54984.3333,68114.3333,81537.3333,65758,63738.5,61739.3333,88198.3333
2484,1007902.667,1206340.333,,179989.6667,49523,,,,78235.6667,40747.6667,53145.6667,59456,45043.6667,64611.5,58366.6667,74089
1706,918076,1138117.333,,243343,116280.6667,262326.3333,,64364.5,77117.6667,63371.3333,68114.3333,81806,66091.6667,63738.5,77781.3333,86478.6667
3426,,,,,334848,227526,,,,,,,,,42739.5,
5428,,,,,30058.6667,,,,,,,,,,,
4763,,,,,,,,11375.1667,,,,,,1265.8333,,
4030,115581,,,,,,,,,,,,,,,
2491,43532,,,24583,,,,24411,,,,,,,,
5255,24503.6667,27179,35572,38565.3333,20982.3333,19803,19466,27702.3333,25505.3333,24336.6667,28054.6667,27234,28484,24184.6667,23876.3333,24097
5634,,,,,,,,23444,,,,,,,,
5611,,,,,30447.3333,62789.3333,,50331,73277.3333,76062.3333,50420,39147.3333,101388,66297.3333,45383.3333,71937
4043,48144,,,,80206.3333,81826.6667,129908.6667,93354.5,98584.3333,92904,62227.3333,49881,121658.5,78992,58109.6667,90791.6667
5442,,,,,65825.3333,63637,101715.6667,70530,73790,75797.3333,50122,39147.3333,96884.5,66257,45305,71676.6667
5690,,,,,67784.3333,63834.6667,101709,70545.5,73256.3333,75740,50146.6667,39147.3333,102122,66098.3333,45305,71783
850,549528,,,138027.3333,622365.3333,969797.6667,812651.3333,530167.6667,277661.6667,318722,264728.6667,244177.6667,356453.3333,258633.6667,344518.3333,266385
3850,58902,45085,38389.5,75522.5,40854,96067.3333,,50214.5,31610.5,,,,,,,
3282,331936.3333,159004,102798,169891.3333,102271.3333,,,90606,49428,,45017.3333,62518.6667,,73215,71067.3333,96977
4753,,,,,85402.5,,,,,,45322,45453,,,,
2298,70005.6667,90250,68384.3333,64902,75304.3333,78641.6667,72400.3333,66761,62796.3333,51540.3333,56862.3333,56485.3333,60431.6667,45554.6667,62046.3333,56641.3333
4001,68621.3333,,85229.6667,72174.3333,,60772.6667,,,,,,102582.5,,,,
3499,202890.6667,,89877.3333,184172.6667,,143262,,,,,,102582.5,,,,
5539,31700,,,,,,,,,,,,,,,
1939,26140,,,,42687.6667,,151104,104116.6667,60527.6667,25734,33131.3333,20043,39861,74864.6667,63061,
5135,28423.5,,,,28844,18201.5,24282,,39409,27339.6667,,,,22716.5,,32209.3333
3654,,,103648.3333,119614.3333,66906.6667,143517.3333,,52217.5,40653,35598.5,35607,53327,46379.6667,44537,40970.3333,42357.6667
958,470120,439894,,292585.6667,389022.3333,546224,396317,346498,56620.6667,68984.5,67311.6667,73662.6667,92508.3333,,94703.3333,64020.6667
1000,706185,632197,645591.6667,382631.3333,455690,454005,164129.3333,,159264.6667,137975.6667,103431.6667,142401,154196.3333,101922.5,112867.3333,89889.6667
1086,1335822.333,,855520,1812221,834738.6667,1620714,574072.6667,539809,696969.5,501194,,485776.3333,559634.3333,511426.3333,571033,593284
791,1414851.667,,653261.5,323070,1251234.333,,1307916.667,1269352.333,822955.5,184589.5,370768,606188.6667,,265037,395322.5,555742
3428,1095697.667,189744,166180.6667,187206.3333,300530.3333,,60376,251627.3333,122266.6667,67542,81957.6667,95548.6667,,80549,77453.6667,91503
3044,1345834.333,207670,200039.3333,192338.3333,317816,,80520.3333,316701,135735.3333,76092.5,102628.3333,104293,,105830,90756.6667,112574.5
3270,245638,,51765.6667,315196,,,,22999.6667,24866.5,,,20317,,,,
3347,188391.6667,,64949,290411.6667,35723.5,,,30466,32701.6667,23805,29361,36088.6667,31117.5,,36775.6667,
4614,58074.3333,57313,34721,70927.6667,30630.6667,31592.3333,25023,25444.3333,,,,,,,,
4658,,,,,45596.3333,,,,,,,,,,,
4698,,,,,,50991.5,,,,,,,,,,
4128,,,78024.5,186628,,126004.6667,,,,,,,,,,
5687,,,,,,,27235.6667,,,,,,26656.5,,,
5596,124777,,,,,,,,,,,,,,,
5334,145523.5,,,,,,,,,,,,,,,
2119,30434.5,,33125.5,,39477,64320.6667,83872.6667,30359.3333,44801.6667,29635,40478.6667,22568.6667,39414.3333,49101.6667,46330,23651.3333
1298,190528,,,,201671.6667,269383.3333,328500.3333,133025.6667,227280,207690,242570,133437.6667,133827.3333,189595,204205,123065.3333
3103,,,,,973667.3333,1293233.333,1155652.333,486842.6667,820105.6667,750336.6667,832313,453324,601908.6667,594610.3333,746906.3333,499503.3333
3450,79190.3333,,,,132147,203488,266504,106307,94757.3333,74863,85434,49590.6667,85955.3333,99488.6667,102263.6667,60780.6667
131,512056.6667,,217285,,488027,1593518.667,217228.6667,384480.3333,,,,234383.3333,,,,
204,364980.3333,206816.6667,154237.3333,410594.6667,180920.6667,253849.3333,192634,75233.5,294218,161007.3333,245006,256317.6667,141904.6667,135445.6667,230437.6667,155520.3333
347,649669.9167,,,,,,586402.25,,,,,,,,,
4434,90050.3333,,,179666,,,,,,,,,,,,
4807,46128.3333,,,70092.5,,,,,,,,,,,,
5717,,,,,,,,22770.5,,,,,,,,
4210,,,22969.5,64252.3333,,,,,,,,,,,,
3877,136876,173499,119499,148216.3333,48909.6667,99934.6667,49564.6667,95613,,,,17273.5,16417,,20298,
5740,,,,,,,15926,,,,,,,,,21249.6667
5785,14980.5,,,,,11980.5,,,,,,,,,,
5505,80359,,,,,54611,,61870.6667,,,,,,,,
4290,87425,,,,,54676.5,,61056.3333,,,,,,,,
4648,,,,,,77575,,43664.3333,,,28458.6667,,,22321.5,35040,
2422,,,,,,,26221,,,,62623.5,,110386,,,
1781,117513,145938,89748,84505.3333,125256.6667,155780,150117.3333,107060.6667,80431.6667,61585.6667,62255.6667,63436.6667,74801.6667,60866,78003,72927.3333
3458,222455.3333,,142776,108147.3333,215378.6667,355746,295790.6667,209124.3333,108138.6667,113525.3333,90691.6667,57690,94517,90682.6667,112945.6667,84074
4088,224831.6667,,143857.6667,108147.3333,210219.3333,360495.3333,295790.6667,209320.6667,108233,113525.3333,90691.6667,57690,94629.3333,90682.6667,112945.6667,81004
2224,,,,,580030.6667,,,1050820.333,,,,,,,,
944,997465.6667,,684532.5,,1846206.333,1497187.667,1018938.333,980791.6667,548964.5,,,,,,,
1481,,,,,314075,,,,326247,,,,,,,
245,181091.6667,228078,150580.3333,908076.6667,101775.6667,212050,105707.6667,97676.6667,156554.6667,55261.3333,140743.3333,159569.6667,193188.3333,78119.6667,171579,87734
3179,512779.6667,,,,,606141,,302557.3333,100538.5,,,40330,,,,
4269,,,87288.5,287367,,,,16186.6667,,,,44787.3333,,,,
4190,,,87288.5,287002,,,,16186.6667,,,,44787.3333,,,,
4607,51280,,,74327.6667,,,,,,,,,,,,
4873,,,,37996,,,,,,,,,,,,
4160,,,,,106343,,,,,,,,,,,
3371,255228.6667,,159455.6667,132762.3333,449829.3333,193467,281626.6667,343370.6667,269314.3333,158407.6667,198906.6667,243367.6667,188976.3333,162216.3333,146743,200279.6667
2623,667424.5,388849.3333,409506,389544,,411937.3333,345126,,,,,189637,,,,
1048,,760170,362330.6667,1026679,759357,836486.6667,,,,,,,,,,
829,,1137344.333,359852,674666.3333,,550776,,,,,,,,,,
4403,62402.6667,,85604.3333,46388,74269,62418,20332,35292.6667,86618.6667,78556.3333,75308.3333,92919.6667,87530.6667,79529.6667,86725.3333,95953.3333
5481,62402.6667,,85604.3333,46388,62726.3333,62418,19857,24765,86618,76972.6667,75301.6667,92919.6667,87530.6667,79522.6667,86725.3333,95953.3333
5113,32550.6667,,72031.3333,30684.3333,47339.3333,50453.3333,51067.6667,49499.6667,48187.6667,49066.3333,51962.6667,46081.3333,47880,48380.3333,53048.6667,47679.6667
5335,62402.6667,,85604.3333,46388,60715.6667,60287.6667,19857,24853,86617.6667,76972.6667,75301.6667,92919.6667,87530.6667,79520.6667,86725.3333,95953.3333
5230,62402.6667,,85604.3333,46388,74268.6667,60947,24630.6667,38600.6667,86619.6667,78556.3333,81541,92919.6667,87530.6667,79463.6667,86725.3333,95953.3333
2473,76375,77745,,,,,,,,,,,,,,
4262,37812.6667,,45153,38239.3333,48851,70239.6667,39927.6667,54709.3333,94011,111961.6667,72784,73460.6667,65951,52710,63427.3333,98889
5519,,,,26056.5,37836.6667,53981,35602.5,41513.3333,73442.6667,86738.3333,55346.3333,56254.3333,49545.5,40376,48722.6667,75796.3333
2270,,,,,36451.6667,33739.5,64194.5,69529.6667,,,,,43914.6667,,,
144,269842.3333,172446,,,,432162.3333,,,,,,,,,,
590,557373.5,720824.1667,84501.5,552618.1667,,584747.8333,295426.1667,124506.5,130458,,75297.8333,76354.1667,159465.1667,104123.5,81653.5,
1182,358476,475750,359454,318459,396220,392162.6667,,323390.3333,331354.6667,264465.3333,299965,287001.6667,324800.6667,297536.5,322560,276638
212,,,,,426090,253942.3333,,,,,,,,,,
3489,217886.3333,,,,94468,254641.3333,,147928.3333,67624,,,,,,,
463,,,,,,,,,,,89167.8333,,,,,
