Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_,BlankSub Mean Pooled_
2917,2995.751,320.9832,,1024.8942,1770.8458,,,,,,,,,,,,,3386.0271
2918,14121.036,1529.7772,186.0799,4852.1066,7759.9155,,,,,,,,,,,,,18124.7892
2920,,,,,,,,614.8689,,,,,,454.6741,342.1367,750.8259,,
2922,1932.6661,,,,1216.4823,,,,,,,,,,,,,2157.4516
2924,6113.464,,,,3281.6494,350.9871,425.477,523.9895,,,466.8203,412.4765,,435.6372,520.5358,501.0406,,17022.6105
5500,,,,,,,,,,,,,,142.2824,,204.7798,,
5501,,,,,,,,,,,,,,124.0064,95.8509,240.6984,,
2925,,,,,,651.5005,790.0103,911.8637,,436.3039,828.0026,625.3489,,876.6321,1052.665,1172.4591,,442.2357
2926,,,,,,,585.4929,1013.4642,,189.7109,486.5823,470.8919,,640.1297,,792.0046,,
2927,,,,,,749.7449,,968.3988,130.3209,398.5072,518.3127,555.6275,,841.4439,1093.5305,1343.8976,,
2928,,,,,,315.0344,,,,,237.1701,,,390.8799,328.0159,357.6959,,
2929,,,,,,,,,,,,,,,,,,422.723
2930,,,,163.4798,,,,,,,,,,,,,,
2932,,,,,,,,,,,,303.16,,,,532.4252,,
2933,,135.7268,,,,,,,,,,,,,,,,
2934,2057.072,203.2658,,613.3044,993.2049,,,,,,,,,,,,,2307.873
2937,,,,,,90.6543,,,,,,,,80.8063,,162.6594,,
2938,,,,,,,,,,,,,,91.7849,,138.0007,,
2939,,,,,,,,,,,45.5271,,,,55.0554,,,
2940,,,,,,,,,,,,23.2076,,78.2942,,,,
2941,,,,,,,475.2753,288.5324,,,3896.6081,1369.563,,,1418.5913,3878.9559,,994.5669
2944,1505.3215,,,,,,,,,,,,,,,,,2458.4051
2947,,,,,,,163.6786,,,,,,,137.9906,,,,
2948,,,,,,,354.559,,,,,,,393.4778,,,,
5502,1340.0956,,,,833.309,,,,,,,,,,,,,1605.2287
2949,,,,,,,,,,,,,,398.2359,,,,
5503,,,,,,284.813,,,,,,,,,,,,
2951,742.5735,,,,,,,,,,,,,,,,,1024.9102
5504,,,,,,,,,,,,,,108.8248,,,,
5505,,,,,,197.6009,158.2855,,,,,,,335.9597,273.4349,284.8169,,
2953,,,,,,492.9541,,,350.3656,,,382.0186,,391.6277,478.8398,373.3596,386.2258,
2954,,,,,,,318.697,,,,357.486,267.0261,,298.679,450.7467,,,204.8508
2955,,,,,,236.0756,265.4863,247.4291,,,,243.2599,,363.6725,275.052,477.7692,,182.1994
2956,,,,,,673.7493,648.706,644.6141,102.5185,,324.3431,322.5418,,899.9898,950.0439,843.8011,,341.1728
5508,,,,,,,,,,,147.8415,,,,,,,
5507,,,,,,,,108.8935,,,174.2476,,,221.6243,274.0861,294.066,,
5509,,,,,,498.1923,318.6238,328.8001,,,150.2556,,,225.8208,,698.7021,,188.4371
2958,,203.4424,206.1443,,,210.5461,199.4541,225.231,,173.6671,,180.134,191.9313,,,,,199.1796
2960,563.4998,,,,253.6156,,,,,,,,,,,,,813.6551
2961,3520.1736,733.8828,,1246.2513,2361.6155,,216.3726,219.3016,,174.9725,,,,183.5845,,,,3595.7396
2962,718.7703,,,,,,,,,,,,,,,,,638.1984
2967,,,,,,,,,,,,,,,189.3972,,,
5511,,,,,,,,428.0706,,,,,,,,,,
2969,746.1171,135.146,,242.6309,404.704,,,,,,,,,,,,,657.7723
5512,,,,,,,,,,,,,,,,,,204.5472
2970,19868.1976,,,,11075.8306,,,,,,,,,,,,,25494.1631
2971,250.2072,,,,,,,,,,,,,,,,,
2972,,,,,,,198.0862,,,,,,,,,,,
2973,1053.6068,,,,493.591,,,,,,,,,,,,,529.4304
5513,,,,,,1713.5129,1613.2257,1132.6673,,1334.1601,3494.0178,2379.0283,,1980.4922,1890.9197,2247.6777,,1035.1016
2974,,,,,,159.7865,196.9517,,,,,,,,,,,
2975,,,,,,,,,,,,,,,309.9123,,,
2976,,,,,,,500.6867,,,,402.5977,571.2879,,,,,,359.9532
2977,,,,,,,485.4188,611.5184,,,557.0293,,,,,,,
5514,,,,,,,,405.3518,,,407.3529,,,304.8896,,,,226.426
2978,2427.415,,,,1430.1846,,,,,,,,,,,,,
2979,2160.616,218.611,,,,,,,,,,,,,,,,2345.9831
5515,,,,,,,,177.6538,,,,,,266.4247,214.7968,299.1051,,
2980,162.7916,,,,,,,,,,,,,,,,,543.9775
5516,,,,,,,,258.1849,,,,,,,345.3576,,,
2982,,,,,,405.9539,673.3468,442.7311,145.32,,,421.8146,,274.1737,570.5896,,,
2981,,,,,,,617.7595,464.1701,,252.7293,360.7083,272.4998,,653.7405,,862.2495,,244.1643
2983,,,,,,,,,,118.329,,,,,,,,
2984,,,183.7559,,176.3354,,,,,,,,,,,,,
5517,,,,,,,,,,,,,,,,142.0905,,
5518,,,,,,,,,,,155.6481,,,,129.3553,134.2684,,
2985,,,,,,,,,,,,,,,,171.5764,,
2986,,,,,143.8973,,,,,,,,,,,,,145.005
2987,214.2993,,,,121.3808,,,,,,,,,,,,,317.5599
2989,1233.7437,234.1762,137.3152,,812.1907,,,,88.5002,,,,,,,,,1146.0395
2990,461.9822,,,,190.5024,,,,,,,,,,,,,412.7502
2991,,,,,,158.0301,,216.0741,,,,,,177.9842,148.1829,170.4341,,
2993,3709.3819,,,,,,,,,,,,,,,,,4699.508
2994,778.9102,,,,,,,,,,,,,,,,,814.6214
2995,,,,,,56.1141,,,,,,,,,,,,
2996,,80.4918,,199.7911,291.5713,,,,,,,,,,,,,
5519,,,,,,,,,,,,,,298.3975,,,,
2997,,,,,,,,,,,,,,441.2979,,,,
2998,,,,,,35.6132,,,,,,,,62.0188,,78.3034,,
3000,1331.4053,,,,,,,,,,,,,,,,,1681.6938
3001,,,,,,239.5279,,,,,,,,,,,,
3002,3866.5789,,,,1938.9312,,,,,,,,,,,,,8652.0478
5520,,,,,,,145.3421,,,,244.3045,,,,162.8633,,,
3003,,,,,,,,,,,,,,,180.0171,,,
3004,1927.6897,,,,990.9014,,,,,,,,,,,,,2360.8545
5521,,,,,,210.8811,,231.1057,,,,,,,,423.2893,,
3005,,,,,,,422.6155,560.3874,,,,,,,,,,
5522,,,,,,,,,,,209.8496,,,,,,,
5524,,,,,,176.2306,142.6275,187.8134,,,,,,411.6884,219.3911,281.3358,,
3007,,,,,,,,186.1682,,,,,,,,,,
3008,,,,,,,,,,,,,,254.2855,,311.105,,
3009,,,,,,,150.0841,444.8549,,,,,,,,,,
5525,,,,,,,783.5294,,,,1105.6208,304.5227,,,1636.0594,697.1447,,195.2338
5527,,,362.5482,,,,,,369.8991,,368.4259,374.5651,,,,,,
5528,,,206.7568,,,,,,,,,,,,,,,
3010,,,,,,90.9546,,,,,,,,96.1747,,,,
3011,460.5256,,,139.2371,248.6438,,,,,,,,,,,,,434.6167
5529,,,,,,,,,,,,1435.9382,,,,,,
3012,,,,,,,,,,,,,,4386.8454,70.9974,,,
5531,,,,,,,,,,,,,,2497.0107,,,,174.8453
3013,,,,,,,,268.7427,,,,,,,,,,
5533,,,,,,,593.0716,,,,,,,,,,,
3016,,,,,,,,208.1769,,,,,,235.6146,208.4443,293.1411,,
3017,57.1281,,,,,,,,,,,1215.7556,,,,,,
3018,5653.5396,,,,2973.3232,,,,,,,,,,,,,
3019,235.1352,,,,,,,,,,,,,,,,,
5536,,,,,,341.017,142.1284,439.2967,,,,,,879.3564,,331.6928,,
5537,467.544,618.8968,,653.0677,571.2649,933.4459,859.738,1044.0784,722.3863,750.8812,970.0202,888.061,540.2388,977.3674,1064.2437,1039.4692,612.8647,674.0657
3021,,,,,,,,,,232.8458,,,,,,,,
5538,,234.1424,,,,,,,,,,,,,,,,
3026,,,,,,,,318.4624,,,432.3605,,,,,,,
3027,,,,,,,,54.8666,,,,,,93.9915,,117.5793,,
3028,,,,,,,955.6463,603.4836,,342.0537,1242.9999,,,410.5836,763.5282,509.7793,,
3030,,138.0661,,134.8963,,,,,,,,,,,,,,
3031,,,1020.4804,,,,,,,,,,,,,,,
3035,570.926,,,,,,,,,,,,,,,,,
5541,,,,,,72.2234,92.5699,114.8713,,63.0348,92.3615,86.5424,,106.9584,118.9764,113.3611,,
3037,,,,,,,,,,,,,,,,1032.4441,,
5543,,,140.2499,,,,,,,,,,,211.8836,,,,
3039,,,91.2062,,,2303.8255,2641.5707,3181.2335,725.9535,878.9535,1581.964,1057.9276,157.9693,3461.645,3626.9506,4621.6305,550.6706,1646.5322
3041,40364.438,1581.7753,,8993.0373,16778.082,,,,,,,,,,,,,38541.742
5545,,,,,,373.9361,,352.2554,,,,,,,,,,
5544,,,,,,,,551.7544,,,,,,,,,,
3042,331.7166,,,,156.7401,,,,,,,,,,,,,176.1621
3043,,,,,,349.4864,441.3256,,,148.8503,205.374,136.3482,,367.3719,306.7858,276.899,,216.3812
3044,,,,,,,268.2365,357.2834,,213.2029,336.9692,,,,550.4132,750.1895,,
3045,,,,,,549.6361,865.7666,739.9277,,,1039.046,538.6974,,540.4786,484.7586,702.6235,,
3046,,,,,,,,,,,,372.2161,,,,,,
3047,,,,,,,,,,133.0603,,146.0381,,,386.7169,,,
3048,366.5449,,,,182.5307,,,,,,,,,,,,,
3051,,,,,,2645.7166,2677.6592,2809.5534,,,,,1819.6766,,479.4828,530.8865,,
3052,,156.581,119.6688,,,,,177.2886,168.0593,,,,168.0837,,,,,187.8896
3053,354.5048,138.3431,183.9191,352.1571,207.5766,412.784,422.4321,290.7734,351.0963,382.9034,283.1475,,379.7162,186.804,305.8105,241.125,287.8433,388.1185
3054,,,,,,,,187.6331,,,,,,,,,,
3055,,,,,,1182.1079,3289.9111,2075.0256,458.7508,807.966,2894.0855,1402.4862,,1731.3626,2507.047,3091.7229,111.8717,1388.8988
3057,,,,,,,300.8268,,5476.7657,,,,,,,,,
3059,,,,,,,,283.4997,,,,,,,,,,
3060,,,,,,,,,,,,,,,,389.7788,,
3061,,182.114,213.7282,,,,,,,,,,,,,,,
3063,,,10.5308,,,213.0791,237.7171,313.1647,,74.4284,133.0966,78.7246,,338.6264,365.3056,491.814,,151.7774
3064,,,,,,,100.6167,,,,,,,,,,,
5550,,,,,,,,,,,3420.3372,,,,,,,
5551,,,,,,3382.9858,2724.3541,3359.3848,,,5616.8958,4203.6178,,,3512.8014,4486.9138,,2660.5995
3065,,,,,,,,,,,,,,,,,,99.1376
3066,1125.9053,,,,,,,,,,,,,,,,,1633.9917
3067,,,,,,,,,,,,,,,,36.9019,,
3069,,,,,,180.197,,,,,,,,,,,,
3070,159.0547,,,,,,,,,,,,,,,,,
5552,,113.8093,,,,147.9412,109.8426,,,,,,,,,,,
3073,,,,,,,,,,,,,,,,849.445,,
3077,,,,,,,,,,,,,,,,,,241.8286
3078,,,,,,,1364.7462,,,,2128.451,1862.2737,,1628.1846,,1807.0322,,
3079,,,,,,2495.0516,2805.6591,3361.771,714.6752,884.6118,1548.2952,1106.958,172.795,3670.3844,3532.8135,4899.2975,580.3807,1712.4008
3080,,,,,,,,,,,,,,,,,,131.208
3082,14225.933,522.1237,,3045.4789,5601.9893,,,,,,,,,,,,,13397.8262
3083,,,,,,,,,,,,,,,,,,210.9079
5553,,,,,,401.3756,708.8957,433.6449,,,435.8373,,,,,,,
3084,,,,,,597.9061,,525.5824,,450.3904,,523.9447,,482.3,500.3495,462.4903,,
3086,,,,,,351.9876,,283.5625,,379.4203,,443.2657,,746.2475,,773.4932,,
3087,,,,,,948.3444,1130.6508,1052.2869,,,,,,579.4859,,700.1699,,390.5265
5554,15033.335,1664.5657,,4142.5234,8199.372,,,,,,,,,,,,,14620.9012
5555,,,,,,,,,,,199.1548,222.0555,,,,,,
3088,,,,,,,,,,,295.744,219.7732,,,210.2699,,,
3089,,,,,,,327.3323,519.3947,,,,,,,943.1624,1311.0484,,
3090,,,,,,,,,,90.5549,183.1474,,,,,272.9715,,444.4201
5558,,,,,,582.6081,,660.6832,238.2979,,,,,,,,,
3094,129.3471,,262.4579,,142.5016,,,,,,,,,,,,,
5559,,,,,,,,104.1355,,,,,,,97.9181,,,
5560,,,,,,,,204.3651,,131.7525,,,,219.3468,,246.336,,
3095,,,,,,,,,,161.5598,140.9459,310.7475,,,,,,
3096,,,,,,1250.2143,1233.3901,1173.4511,,,,,,949.139,1110.5091,1756.26,,
5561,,,,,,,129.9289,,,,,213.8922,,,,,,
3097,214024.62,18981.9,,54870.6368,102795.9,,,,,,,,,,,,,210847.215
3100,,,,,27.0409,,,,,,,,,,,,,
5562,,,,,,,,,,,324.8532,,,,,,,
3103,,,,,,,,,,343.225,479.4331,405.5564,,338.0842,,357.3833,,
3104,,,,,,731.2023,856.4708,1033.1191,238.9228,273.1738,526.3497,362.0855,52.653,1145.8638,1177.9233,1631.441,164.79,550.6869
5563,11027.376,,,3281.487,5949.4683,,,,,,,,,,,,,11547.33
3106,,,487.2546,,194.3247,,,,,,,,,,,,,
3107,659.1588,,,,,,,,,,,,,,,,,
3108,,,,,153.4738,,,,,,,,,,,,,
3109,18150.389,2398.366,,8835.4222,11143.435,,,,,,,,,,,,,23367.0018
3110,,,,,,335.5991,406.9208,281.7749,,,,,,,354.4368,,,
3111,46075.715,4066.1838,,,138.1865,,,,,,,,,,,,,44479.3905
3112,,,,,,,500.9891,,,,,,,,,395.8428,,335.5943
5565,,10.5319,,,,,,,,,,,,,,,,
5566,8736.329,910.1645,,2589.3606,4540.741,,,,,,,,,,,,,9123.0428
3113,,,,,,1067.8216,1134.925,1068.8158,311.5106,429.1761,892.18,583.1536,,1506.3333,939.675,1059.3382,,442.9929
3114,,,,205.9182,,,3274.1915,1221.7289,836.519,995.629,2926.722,1367.9243,704.4232,1448.4422,3173.1719,3015.6695,1397.5756,1503.4566
3120,,,,,,,,,,,,,,,,,,332.3203
3123,,,,,,,,215.5131,,,,,,166.4844,179.4062,336.9472,,
3124,,,,,,,,62.2381,,,,,,,,,,
3125,,,,,,,236.1966,,,,244.0201,,,,239.01,300.3191,129.8241,
3128,,,,,,,,291.2692,,,,,,391.7734,463.2675,502.9248,,
3129,,,,,,,,,,,277.79,,,,,,,
3131,,,,,,133.5287,129.0365,158.3274,40.6425,,61.2583,,,193.5814,235.4039,211.1866,,
5568,4298.998,,,,2272.4543,,,,,,,,,,,,,4569.7555
3133,234.867,,,190.3413,,,,,,,,,,,,,,
3134,,,,,55.2104,,,,,,,,,,,,,
3135,,,,,223.9097,,,,,,,,,,,,,214.8323
3137,,119.8468,113.009,,,,286.2967,,,274.8262,319.8979,248.5265,,280.5174,,,,240.3724
3138,,,,,184.2758,,,,,,,,,,,,,
3139,,,,,,,693.7953,,283.0291,,,608.4081,,542.3866,,651.6293,,
3140,1894.3551,1242.9297,,1716.1272,,1290.5325,1278.9636,1122.3992,985.233,1139.291,1277.2615,,792.0228,995.6679,1099.1423,1147.3165,914.0092,1836.8484
5569,,,,,,243.4839,271.2486,330.0793,,,,,,,,,,
5570,,,,,,556.1445,453.7552,652.8327,,,449.9026,315.8278,,467.0267,446.1265,459.1923,,265.5789
5571,6632.624,,,,3582.2302,,,,,,,,,,,,,7495.2411
3141,,,,,,994.5034,926.0443,813.5086,264.2895,,804.7863,436.2573,,,684.033,703.7815,,540.5033
3143,,,,,,,,144.7801,,,,,,,350.8885,230.9307,,
3146,1753.6117,,,287.0145,901.7645,,,,,,,,,,,,,2101.1713
3147,,,,,,,,,,,198.6912,,,,,,,
3149,,,,,,,,321.2906,,,123.6318,,,,,,,
3151,,,,,,,,,,,,,,,,88.6907,,
3153,,,,,,,,,,,,,,,,236.94,,
3154,,,,,,115.606,,,118.6736,,,,,,,,,
5573,,,,,,40.6309,,,,,,,,,,,,
5575,,,,,,153.3361,178.5104,168.1364,,,135.9677,,,,124.5536,130.4764,,
5576,,,,,,,,121.1432,,,,,,,,,,
3158,,,,,61.4671,,,,,,,,,,,,,219.7528
5577,,,,,,,,,,,,,,172.0717,156.7298,,,
3160,,,,,,308.4999,,,,,287.8671,,,,,,,
3161,,,,,,,421.6317,300.0687,221.8407,154.943,284.0034,,,,345.6007,525.935,113.0134,
5578,,,,,,250.953,,,,,,,,203.5216,,226.1024,,
5579,,,,,,202.2303,,299.4236,,,199.4505,,,265.8326,,265.8242,,
3162,,,,,,291.3846,,,,187.4296,231.9766,,,,275.3799,,,
3163,,,,,,,,,,,,,,,,,,3349.5924
3168,,,192.6583,,112.7107,,,,,,,,,,,,,
3171,,,,,,318.0044,304.0502,,,,,,,,,,,
3172,130.8728,,,,,,,,,,,,,,,,,
3173,,,,,,75.7331,84.7822,,,,,,,,,79.1936,52.6342,
3174,,,85.7945,,,,,,,,,,128.3536,88.7918,,120.0005,,
3175,,,128.6173,,,,,,,,,,,,,,,
3178,,,,,,,,,143.2849,133.6464,,,132.2272,,,,,
3180,2376.5276,308.7625,,,1390.7324,,,,,,,,,,,,,3820.177
3182,,,,,,614.5047,,742.5735,,,,,,342.6512,,,,
3184,,,,,,,149.8715,169.7352,,,,130.7072,,,204.2166,269.4196,,
3185,,,,,,,,,,,,,,229.3246,,,,
3186,1855.6719,,,623.6116,,,,,,,,,,,,,,2149.1748
5581,,,,,,,142.9966,142.2703,,,,,,140.4395,,,,
5582,,,,,,,,,,,,,,419.221,371.7299,562.0661,,
3188,,,,,,,,,,,,,,,,257.4328,,
3189,1698.5176,,,,1092.9937,,,,,,,,,,,,,2861.4196
3190,295070.8,31620.34,3777.2437,91618.7775,157543.22,,,,,,,,,,,,,326765.215
3191,,,,,,,,,,,,,,,,,,120.3361
3193,,,,,,283.3165,255.6135,396.6102,,,184.8921,,,297.2414,225.8745,273.2531,,
3194,,,,,,,,,,,,,,,,,,407.7429
5585,,,,,,235.4914,186.4904,244.4166,,,124.0744,,,233.5205,190.862,254.5291,,
3200,,,,,,,264.0722,,,,,,,,,,,
3201,208.3074,,,,,,,,,,,,,,,,,
3202,2033.6606,,,1122.3127,1334.998,,,,,,,,,,,,,2225.1141
3203,415.1531,52.2889,,146.996,237.2803,,,,,,,,,,,,,335.1656
3204,,,,,,,,,,,,,,,,443.4272,,
3205,,,,,,,,,,51.8085,,,,,,,,
3206,,,,,,,,,63.0829,,,,89.0484,,36.8417,,60.5806,
3207,,,,,,,145.4604,123.6013,,,190.5076,143.6787,,158.9216,138.409,144.5329,,
5587,,,,,,,398.7758,,,,360.5744,,,,,,,
3208,,,,,,,393.964,,,,,,,,,,,
3209,,,,260.1778,562.1151,,,,,,,,,,,,,
3211,,,,,,288.1484,279.5251,,,,,,,,,,,
3212,,,,,,,,116.3651,,,,,,,,177.3493,,
3219,,,,,,,244.8005,207.7859,,,,,,,,353.2676,,
3220,5498.372,,,,2883.7258,,,,,,,,,,,,,6396.99
5591,,,,,,109.9904,,,,,,,,,237.3761,240.7643,,
3224,,,,,,496.2373,,,,,,,,1522.4929,1370.6725,1490.5456,,
5594,,,,,89.331,,,137.2165,121.5132,,,,,197.9267,110.0708,,,
3226,,,460.1176,,,,,,,,,,,,,,,
3228,126.8276,,,,,175.596,149.5049,103.9071,,173.0376,,119.3306,,,,,163.9582,
3229,,,,,,,144.6168,,,,,187.0665,,,142.0442,,,
5595,,,,,,1472.1912,1305.6985,1923.9805,,,909.9649,,,1468.3818,1365.2624,1666.9505,,
3231,,,,,,92.4356,,,,,88.6804,,,,,,,
3233,27077.643,2437.6216,,7534.2962,14624.185,,,,,,,,,,,,,29515.9485
3234,,,,,,,118.1269,,,,239.6201,128.6871,,333.6218,278.6793,288.2889,,116.3385
3235,,,,,,,,346.4001,,,,,,264.6577,272.7318,,,
3237,,,,,,,326.9075,,,,361.1946,,,,462.678,220.1138,,
3238,,,,,,540.6471,579.6365,653.6338,303.5434,499.6392,2713.0964,,784.1582,725.9353,869.879,1072.3347,,633.7592
3240,,,,,,,,,152.9907,122.2472,,182.1053,362.5137,,164.5746,186.9509,,
3241,,,,,,,,,,,,,,,,,,1182.5971
5596,,,,,,,176.4296,,,,,,,,,,,
3243,,,,,,,,,,,,,,,345.9879,,83.5078,
3244,6059.167,,,1907.1668,3144.6519,,,,,,,,,,,,,6630.204
5597,,,,,,121.7836,,160.9103,,,,,,176.2524,195.8533,264.6245,,
3245,,,,,,362.0772,422.7326,,,,,,,544.4401,496.849,,,
3246,,,,,,,,,,,,,,,,374.4947,,
3247,,,,,,,,537.057,,,,,,,513.2142,415.5114,,
3248,,,,,,,202.8726,,,148.8025,,,,,,344.5052,,
5599,,,,,,,,,,,,,,,,139.5573,,
3249,,,,,,,,,,,52.0619,,,,64.9825,75.2169,,
3250,,,,,,114.587,130.6477,139.6571,67.3574,109.1185,591.3389,217.8499,166.9058,155.069,212.8872,272.2327,79.0966,124.6612
3252,,,816.6564,,,,,,,,,,,,,,,
3253,231.8983,,,,,,,,,,,,,,,,,
3254,,178.5327,,,,,,,,,,,,,,,,
3255,174.7242,,,,,,,,,,,,,,,,,
3259,213.5115,,,,,,,,,,,,,,,,,
3260,,,,,,,,,,,155.2196,,,,,,,
5602,,,,,,395.6874,324.6529,519.0216,130.4444,,387.7387,189.5162,,329.5481,364.3205,390.3624,,
3262,,,,,,1276.7122,,,,2247.4985,4928.5271,2479.577,,913.7466,4023.1061,6276.03,,1561.6922
5603,,,,,,,,,,,,,,201.235,203.3623,,,
3263,,,,,,353.0563,613.2652,,,576.4242,1196.8734,700.2615,,,1083.733,1598.1506,,
3264,17062.76,,239.7275,5239.4403,8911.625,,,,,,,,,,,,,18668.295
3266,,,,,,,,,,,,128.3855,,,115.6926,,,
3267,,,,,,,189.817,,,,,,,,,378.6125,,
3268,,,,,,,,538.5101,551.4676,,,,,,,,,
3269,,,,,,159.4636,,,,,203.4363,,,,,,,
3270,75.4987,,,,,,,,,,,,,,,,,107.0075
5606,,,,,,,461.9803,,,,,,,,,,,
3273,,,,,,,,,,,,,,,209.4239,167.992,,
3274,,,,,,,,,,,179.0136,,,,,,,
3276,,,,,,,,,,,78.3548,,,,,,,
3281,,,,,,,,1115.7712,,,1610.4956,1372.5985,,,,1369.2976,,
3282,1206.4055,,,,642.8036,,,,,,,,,,,,,4790.3575
3283,,,,,,,253.4258,,,,164.2471,,,,,268.3841,,
3285,,185.1722,,,,,,,,,,,,,,,,
3286,,,,,,577.8038,,,,565.3141,,,,,,,,
3289,,,,,,868.1388,946.6433,922.7942,450.0009,,,,,1223.74,1088.4532,,,
3288,,,,,,1599.2415,1925.0667,1991.8056,559.1365,,,726.5058,323.1631,1480.7414,1374.8164,2101.2568,,846.8326
5609,7625.8325,814.0039,,2310.8116,4017.0352,,,,,,,,,,,,,7881.8311
3290,,,,343.7757,,637.4157,6180.4373,2606.4509,379.4478,1089.8874,6390.9375,2487.5581,384.592,844.7743,9152.0887,4652.4726,,1189.928
3292,,,,,,,,,,,,,390.1408,,,,364.515,
3293,,,,,,168.4026,,160.8799,,,,,101.769,,,,,
3295,,,,,,,,142.4819,,,103.6422,,,,104.6169,,,
3296,,132.4041,,,,,,,,,,,,,,,,
3297,,,,,,,,,,,,127.5581,,,,,,
3299,,,,,,,,,,,,,,,,719.9574,,
3300,125.4244,155.3356,149.3111,,,,,,,,,,171.7112,,,,166.6374,
3301,1191.5773,,,504.7635,678.1588,,,,,,,,,,,,,1332.8862
3302,5761.8904,,,,,,,,,,,,,,,,,7325.9905
3303,,,,,,177.002,,180.0497,,225.6936,,,,,270.7359,,,
3309,,,,,,,,,,,,,,,,166.2445,,
5611,,,,,,281.7111,249.3738,,,,,,,255.3678,,,,
3311,,,,,,,,,,,147.6104,,,,,257.8882,,
3312,,,,,,,,,,,,208.5382,,,436.2588,491.1562,,
5612,156.8379,,,,,,,,,,,,,,,,,
5613,,,,,,,,,,,,,,3366.8932,3081.1075,,,
3314,,,,,,,247.2983,520.5453,,,,334.5892,,,628.7359,556.6269,,
3315,,,,,,,,195.9282,,,254.7702,,,,189.1148,260.236,,
3316,,,,,,,,,,,106.2766,,,178.0422,159.9396,,,
3318,145.7126,,,,,117.1613,,132.1657,116.9014,124.7154,,139.6322,,130.0054,,132.3095,,
3319,1082.9358,,,,581.4977,,,,,,,,,,,,,1326.9636
3321,,,,,,,,72.088,,,,,,,74.358,101.8744,,
3322,,,,,,,1414.2775,311.0593,,123.0234,,,,,,198.5308,,
5614,,,,,,128.9881,,,,,,,,746.7238,683.6009,991.8034,,
3323,,,,,,,,,,,382.3721,153.0433,,,,,,
3324,,,,,,2069.63,2199.577,2416.5022,736.783,854.517,1177.6882,795.3296,228.3056,2785.0652,3210.6188,3682.3989,774.7764,1514.8286
3325,107.1107,,,,63.6161,,,,,,,,,,,,,131.4197
3326,370.7147,,,,,,,,,,,,,,,,,500.6185
3329,23.7135,,,,,2803.651,,2964.3227,,,1634.1524,825.9134,1646.1945,,,,,
5615,,,,,,,413.7937,514.8297,,,,,,,,,,
5616,,,,,,,233.1115,,,,,,,,,287.5826,,
5617,,,,,,,,,,,,,,575.3744,,,,
3331,,,,,,193.8899,236.8255,237.973,57.9515,80.1675,94.5915,67.7612,,272.6496,224.8805,321.2838,,152.8434
3332,,,,,,,270.5402,,,,,,,,,,,
3334,,,,,,450.2798,451.5893,402.5596,174.9095,108.8719,214.6844,153.7475,305.034,,,,136.2055,
3335,,,,,,1790.0849,1440.689,1309.0559,,873.6146,1485.5709,885.0846,,3520.3828,3054.903,2527.3928,,
5618,,,,,,,,,,,,,,131.2481,,,,
3336,,441.8672,,,,,,,,,,,,,,,,
3337,,,95.3779,,,,,,,,,,,,,,,
3338,,,,,,1800.3317,2070.6194,2340.8882,720.9991,670.5054,1113.2441,790.8739,171.8473,2399.7865,3072.1144,3297.2113,748.0439,1477.8893
5620,,,,,,,,407.9942,,,,,,253.3641,233.2097,292.5499,,
3344,,,,,,,729.4962,,,,,,,,219.513,341.7874,,
3345,,,,,,1613.1335,1765.1415,1945.2128,1021.6561,327.0854,490.2155,320.2653,,562.6637,473.2081,603.0165,,
5621,,248.9884,,,247.5562,,,,,,,,,,,,,
5622,,,,,,,,,,,,,,1954.8557,,,,
3347,210.2863,294.4491,253.6074,,271.4267,,,,,,,,,,,,,
3349,,,244.3481,,,,,,,,,,,,,,,
3350,2904.1852,,,,,,,,,,,,,,,,,5695.6162
5623,115.539,,,,,,,,,,,,,,,,,172.0061
3351,,,,,,,,525.8038,,,,,,426.345,,,152.6902,
3353,,,,,,,,,,,,,,,,,,375.5105
5625,50.8333,78.6995,105.4294,,,,,156.7494,175.3346,113.6976,,95.966,,481.381,,,57.8087,93.8533
3354,,,,,139.3427,,,151.0678,,,,,151.2356,200.3423,,,,
3355,,,,,,569.9403,539.7507,768.1804,187.7114,259.1233,376.3198,269.8285,,846.4613,988.1839,991.0934,222.7384,477.9719
3356,1346.65,,,,744.8688,,,,,,,,,,,,,995.0528
5626,,,,,,,,,,,,,,,,235.9643,,
3359,,,,,,,223.6308,,,99.3356,,,,,276.5248,,,
3361,654.5817,,,,,,,,,,,,,,,,,1324.5747
3362,,,,,,,518.785,,,,,,,,,,,
3363,,,,,,,,,,,,,,,,292.1271,,
3365,285.2307,,159.4298,,,,,371.545,,,,,,,364.9163,,,
5628,,,,,,,,648.5558,,,,,,,,,,
3366,,,,,,,173.2992,,,,,,,,,,,
5629,,,,,,,,,,,,,,182.8749,,274.9124,,
3367,,,,,,,296.4381,,,,172.0623,,,,129.4145,,,
