Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_,BlankSub Mean Pooled_
2499,,,,,,673.4523,692.9617,1016.4077,269.4158,452.2211,746.1772,532.5396,,1337.1655,1184.5832,1551.5028,,505.2387
2500,,,,,,470.2357,,,176.1273,405.6254,,543.1207,,779.4412,872.6457,1243.6212,,406.3802
2501,,,,,,1525.7147,925.9779,1904.5631,333.4345,443.6038,933.4425,675.5234,,1493.1876,1855.1156,1945.6896,,
2503,,,,,,377.4141,319.2062,313.1248,,116.0704,336.2651,161.9989,,370.4462,278.6786,389.7649,,130.9976
2504,245.635,,,,,,,,,,,,,,,,,
2505,70123.414,6350.8325,758.8143,17136.3682,33554.887,,,,,,,,,,,,,89622.3
2507,,,,,,178.1131,160.3971,238.1046,,,,,,258.9323,233.9835,262.8619,,
2508,145.0897,,,,,,,,,,,,,,,,,
5382,,,,,,3801.7034,3555.8716,4486.348,1822.2613,3167.0759,5899.3328,5184.1594,,4381.653,4047.745,4774.0927,479.1734,1860.6963
2513,386.8855,,,,238.8014,,,,,,,,,,,,,515.8227
5383,,,,,,,,,,,,,,263.167,,316.5475,,
5384,,,,,,,,,,,,,,,,,,403.5373
2514,,,,,,,,607.7083,,,,,,,,686.941,,
5385,,,,,,,,,,,,,,,120.591,,,
2515,,,,,,,,,,127.3612,207.0569,,,,,,,
2516,659.1631,,,,,,,,,,,,,,,,,
2517,141976.97,20289.744,2595.9224,49314.326,81999.49,,,,,,,,,,,345.0499,,175644.5225
2518,3521.6868,405.0683,,857.0724,2056.6968,,,,,,,,,,,,,6744.9411
2519,,,,,,651.7717,775.9691,1235.3811,,,,578.2824,,523.8203,682.1185,,,
2520,394.3737,,,,234.2861,,,,,,,,,,,,,
2521,,,,,,,,1563.138,,,,,,256.6077,413.196,544.3719,,327.6759
2522,,,,,,1094.3259,,,5798.2565,,631.0922,,,297.4509,410.2042,475.7462,,556.4842
2523,,,,,,215.793,,,,,,,,,,,,
2524,,,,,238.8174,1354.8158,2306.4716,1674.64,,,1475.6314,,,,1130.7578,998.2012,,1428.1354
2525,,,,,,342.2958,401.0264,233.2976,,,,,,102.0665,,,,132.8036
2527,,,,,,113.3409,,261.1622,,,,,,,,,,
2528,,,,,,,,,326.4093,,,,,,,,268.7507,
2529,,,,,,,,,,,,137.891,,,,121.0064,156.9319,
2530,181.3615,,,,114.3383,,,,,,,,,,,,,
2531,,,,,,,,185.1033,,,,,,,,,,
2532,3259.4546,,,715.3252,1565.0505,,,,,,,,,,,,,4089.4819
2533,96.9301,,,,66.6038,,,,,,,,,,,,,149.6228
2535,,,,,,,258.3501,,,,,,,,,225.4747,,
2537,,,,,,70.3052,,79.0117,,,84.9913,49.8461,,80.5758,86.3435,,,
2539,,,,,,,,187.3228,,,,,,,,,,
2540,,,,,,,82.6874,,,103.1686,,,,,,,,
5387,,,,,,697.8468,630.4719,737.5078,,560.6565,1026.4322,870.6493,,811.9481,702.4474,861.7496,,
5388,,,,,,183.8764,202.853,,,,228.5933,146.2813,,336.793,,373.6905,,138.1358
2542,,,,,,,509.752,,,239.5811,,307.9139,,,250.514,379.4535,,
2543,,,,,,290.5597,,,,511.0513,662.7958,705.6574,,476.9222,,431.2139,,
2544,,,,,,,339.6987,,,,,,,,,,,
2546,900.1769,,,218.7213,587.9978,,,,,,,,,,,,,2582.9648
2547,,,,,,705.188,705.5687,933.5906,,,440.695,267.7458,,339.6223,238.9759,451.0928,,
5389,,,,,,398.8269,366.6166,585.4975,,,360.2253,,,250.3261,259.0693,446.7016,,179.6867
2548,,,,,,,351.9455,,,,,273.0482,,,,,,
5390,,,,,,,,,,,221.8576,,,132.6638,,,,
2550,,,,,173.7784,,,,,,,,,,,,,411.0999
2551,,,,,,,144.2841,586.9471,,,,,,,,320.7881,,
2552,,,,,,,,,,,159.1337,108.5518,,199.8568,,,,
2553,,,,,,197.3126,397.2671,180.4222,,,199.515,,,227.9189,238.2767,322.7707,,
2556,2201.0544,149.5083,,497.5074,1044.4854,,,,,,,,,,,,,2644.9258
2557,22202.63,1849.4492,,5352.4538,12153.778,,,,,,,,,,,,,26127.566
2559,,,,,,,,,,,,,,,352.7773,,,
2561,194.3703,,,,141.7898,,,,,,,,,,,,,473.5267
2565,188116.5,23943.703,3060.1472,64931.6243,103091.42,,,,,,,,,,,,,212142.015
2566,6446.446,,,1726.3136,3177.875,,,,,,,,,,,,,6579.5226
2567,,,,,,128.4786,198.9868,561.5738,573.9313,197.3946,259.2792,194.8125,788.4204,149.94,282.7287,369.2887,499.0601,219.9345
2568,,,,,,,,308.8736,,,,,,,,,,
2569,,,,,,370.4622,401.9241,618.8624,160.6298,,,,,825.2281,699.5706,807.4839,,
2570,,,,,,,,,,,,,,209.1943,,,,
5392,,,,,,,,,247.901,,,,143.9225,,,,,
2572,,,,,,,,,,,,,,,,,,187.2518
2573,,,,,,,,247.7848,,,,,,,,,,
2575,,,,,,,,162.1377,,,,,,,115.3838,,,244.4341
5393,,,,,,,172.7012,265.6132,,,,,,174.5091,134.5002,264.6538,,
2578,,,,,,,,,,,358.4684,423.7109,,,,359.9711,,
5394,,,,,,105.6195,,,,,,,,,,,,
2579,,,,,,,,,188.039,,,,,,,,,
2580,,,,,,,,,175.3355,,,,,,,,,
5395,,,178.757,205.666,,,182.8267,,,,,,201.0225,,,,,353.8727
2581,,,,,,801.8631,984.7152,758.6282,179.8028,527.7823,1250.405,615.5156,,1019.8828,1148.0115,619.3097,,534.4594
2582,,,,,214.2143,,,,,,,,,,,,,
2583,1262.8092,,,,,,,,,,,,,,,,,
2584,,,,,,309.9567,,368.7326,,,,,,,,,,
2586,106.8303,,,,,,,212.3546,,141.719,,,,,,,,
5396,,,,,,321.409,246.9135,276.9903,,,311.0799,168.5636,,251.4136,,366.8716,,
2588,43585.8,5438.666,687.3798,15239.368,23903.502,,,,,,,,,,,,,48860.334
5397,,108.3976,,,,372.8748,383.3649,430.9041,,207.2461,484.1337,296.3715,,440.0668,442.6184,460.7945,,
2589,,,,,,,346.9688,,,,,,,,,450.7615,,
2590,1455.7871,99.5016,,396.8033,631.8358,239.3784,289.7459,,,,,,,,,,,1491.0726
5398,,4748.3232,7221.7431,,,,,,,,,,,,,,,
2591,,,,,,,,,,,92.3827,,,,,,,
2592,331.3335,,,,,341.0747,,,,313.4729,,316.0203,,,,,,
2593,,,162.3332,,,,,,,,,,,,,,175.1064,
2596,382,,,,,,,,,,,,,,,,,446.5717
5400,,,,,,,,,,,284.8508,,,,,,,
2598,7656.1167,538.6813,,1834.8434,4170.5625,,,,,,,,,,,,,9077.9242
2599,19715.828,1877.726,,5192.7604,9419.765,,,,,,,,,,,,,23544.22
2600,,,,,,25.1379,,,,,,,,108.5807,,142.7216,44.7288,
2601,,,,,,1952.3388,1491.3332,1798.5622,,869.344,1303.8388,1176.3782,,2506.3196,1841.3877,2145.1927,,
2602,,,,,,,152.6766,110.7002,,87.4621,223.0969,85.7402,,156.9101,194.4187,84.2407,,
2603,,,,,,,1212.2761,1069.4677,,223.3018,,,,446.1175,,618.9871,,
2606,,,,,,,415.9261,,,,,,,,,,,
5401,,,,,,,,,473.7095,,,,315.9044,,,,355.5533,
2607,,,,,,,,,,,170.6896,,,,,,,
5403,,,,,,,,,,,,,,,,,,311.7049
2608,,,,,,,350.7518,345.0445,,319.3123,,,,,,,,
5404,,,,,,,,,,,,,321.8529,,,,346.4502,
2610,,,,,,393.6309,394.1672,405.5053,,119.1486,,,,,,,,191.6116
5406,,,,,,,3032.8275,2582.0426,211.0805,386.3307,1651.7279,,,2648.3831,3545.0108,3112.9456,,1044.4401
2613,,,,,,,,,,,,,,,,,,376.7221
2616,446.576,,,,227.6515,,,,,,,,,,,,,442.6589
2617,503.3097,,,187.1269,328.5787,,,,,,,,,,,,,
2618,,,,,,172.0096,,,,,,,,,,,,
2619,,,,,,,210.2462,,,,,,,258.6147,484.9223,370.1574,,
5407,83.9616,387.8832,511.5718,,128.7104,,,,,48.7893,,,,78.1623,,,,
5408,,235.1444,,,,,,,,,,,,276.8548,,,,
2623,,,,,81.6685,,,,,,,,97.0972,,,,,
2625,,,,,,,,,,192.9972,,,,,,,,178.5204
5410,6672.4287,739.2517,108.8574,1911.8948,3487.6672,128.4359,179.8295,,,,87.2238,,,,,,,7148.7397
2626,2044.9354,,,,936.5961,,,,,,,,,,,,,2479.3486
2627,1823.4794,,,,,,,,,,,,,,,,,1670.6367
2629,6737.3594,,,2476.5296,3678.89,,,,,,,,,,,,,9377.1728
2630,,,,,,,,,,,,,,,,,,170.7721
2631,,,,,,,,,,,,,,1405.7794,,,,
2632,,,163.4308,,,,,,,,,,,,,,,
2634,,60.0535,63.2227,109.6133,81.641,,,,,,,,,,,,,
2635,,,,,278.5425,,292.9242,,318.6208,272.4772,,275.0797,275.1872,,298.929,,244.6718,
5412,,,,,,,,,237.7872,,,,160.6611,,,,175.7703,
2636,,,,,,,,,,,,,,,,,,938.4727
2638,,,172.2547,,113.672,1091.9202,1683.8484,955.1877,,842.8019,1105.9365,,,,,,,
5415,,,,,,,,,,,280.6324,4351.4436,,,,,,398.915
5416,,,,,,,,,,,,,,,155.0818,,,
2645,,,127.6052,,,,,,,,,245.197,,219.3411,,3030.5837,,
2644,,,,,,,,738.725,,,185.7384,,,178.3075,193.9818,,,
2643,80.0762,,,,,432.4099,587.4223,477.0005,,,657.4918,,,517.1998,725.3933,707.5951,,
2646,,,,,,247.0317,,,,145.799,,195.7926,,,,,,
2647,,,,,,,,,,,519.7994,,,604.7959,,,,
2648,,,,,,719.4675,915.4736,669.1736,,,,,,272.5805,,,,263.1986
5421,,,,,,159.2642,,644.0066,,,,,,,,307.9826,,
2649,424.3748,526.081,,,460.5544,,528.109,,546.436,527.0549,,474.3805,544.0898,,,,,300.4489
2650,6097.3887,,,,3212.3372,,,,,,,,,,106.8978,,,16849.4255
2651,,,,,,321.7738,325.4533,903.1505,,150.4793,330.0874,198.6211,,481.7294,,,,309.7379
2652,,,,,,256.8707,,333.9697,,,,252.4837,,424.427,353.1418,506.9977,,
2653,59099.695,6002.408,,16600.126,31864.697,194.6931,,355.3688,,,272.5911,255.6381,,214.3501,209.8318,,,82946.5965
2654,,,,,32.0575,217.5199,,208.6161,,,86.468,,29.9159,159.8456,114.5226,141.6364,,
2655,,,,,,,,,171.6313,,,,,,,,127.8612,
5422,,166.9333,211.6902,,125.0466,,,,,,,,,,,,,
5423,146.7865,,175.3724,132.6062,151.0376,112.0016,,119.5065,126.7559,135.9008,,,,,123.0299,,100.7248,
5424,2786.4146,308.62,,820.6558,1511.6725,,,,,,,,,,,,,3006.9904
2656,914.814,120.1227,,300.856,479.5481,,,,,,,,,,,,,1146.3484
5425,,,,,,,,,,,114.631,,,,,,,
2658,611.1067,,,168.8885,,,,,,,,,,,,,,572.5497
2660,65902.24,7317.8027,,24514.4822,37032.883,,,,,,,,,,,,,91208.6565
2661,,,,,,,,,,,94.9997,,,,244.9076,339.2044,,71.41
2666,,117.1753,,,,,,,,,,,,,,,,
2667,,,,,,558.989,,,,,570.9732,,,,,,,
2671,,,,,175.4306,,,,,,,,,,,,,
2673,5014.709,,,2374.2926,2841.4463,,,,,,,,,,,,,
5429,,,,,,,,,,,,,,,147.5917,,,
5430,,,,,,,,,,,,326.2715,,,,,,
2675,1421.6244,,,,1580.7749,,,1404.936,,,,,,,,,,
2677,13760.862,1334.868,185.1512,4925.6247,7399.5967,,,,,,,,,,,,,18974.7185
5431,2044.8644,,,,,,,,,,,,,,,,,
2679,,,,,,,514.5071,,,266.798,,,,491.5992,,,,
2680,,,,,,373.0738,274.5769,523.775,,203.4963,,,,,613.4215,886.1436,,
2682,,,,,,,,,,,,,474.8191,576.1885,,,,
2683,100.8726,,,,,191.9572,178.1475,256.5379,155.9664,,208.1854,242.5226,151.1744,387.2492,279.8856,331.512,124.8727,241.8655
5432,,,,,116.848,170.0791,,,,,141.4657,107.1713,,365.191,198.6321,,,736.6875
2684,,,,,,544.2124,403.9486,500.6302,,222.4071,480.1288,328.116,,503.4408,777.0852,787.7372,,183.5205
2685,,,,,,410.951,350.7786,371.2346,,141.2651,298.8498,212.4083,,532.2006,478.5637,699.2522,,
5433,541.0506,784.6263,884.9371,,601.0967,,,,,,,,,,,,,
2687,,,,242.7149,,132.0309,,157.4133,133.3527,,,142.5189,,144.1199,,,185.5299,218.2019
5434,,,,,206.6484,,,,,,,,,,,,,
5435,,147.4907,,,,,,131.3363,124.2949,114.6147,97.4355,,,112.2179,118.3754,,,
2688,,,,,,,,,,,,,117.9867,,,,123.4818,
2690,,,,,,,305.9748,,,,141.5543,131.6289,,,,,,
2691,,,,,,,123.2902,,47.7133,,,,,266.7275,267.2188,233.2878,,
2692,973.9451,113.9673,,480.0325,570.4674,,,,,,,,,,,,,1930.9949
2694,,,,,,,,,,106.0643,,,,,,,,
2696,1740.1056,161.6882,,606.4861,883.2753,,,,,,,,,,,,,2372.0799
2697,,,,,,,,,,,,,,,201.6103,,,
5437,,,,,,,,,,,,,,237.6197,,,,
2700,,,,,,,,,87.59,,,,,,,,,
2702,,,,,,,,,,,,,,392.875,,,,
2706,301.0917,42.4631,,,,,,,,,,,,,,,,
5439,,,,,,370.7781,,,,161.4684,295.9484,,,,,,,
2707,,,205.6197,,,380.3008,330.076,239.999,285.1353,346.4011,283.6128,,381.3036,315.221,278.6425,277.2856,372.4374,326.5807
2710,,,,,,772.5313,887.9024,715.3405,254.4869,470.66,438.1516,545.0806,,634.7848,726.5978,655.9685,,372.7781
5440,,,,,,1112.9489,823.0464,1057.7869,201.5939,319.2529,886.2016,512.5124,,683.2007,725.5487,684.2847,,503.9412
5441,,,,,,,191.2302,207.6783,,,,,,,,204.7492,,
2711,,,,,,1717.0845,1941.3184,1728.6617,457.1212,1103.0737,1417.7613,1313.6519,,1532.8738,1513.8446,1543.6031,,1022.1901
2712,2377.729,,,1497.2656,2325.9202,,,,,,,,,,,,,6334.1301
2713,,,,155.6756,296.0222,,,,,,,,,,,,,745.1924
2714,,,,,,,,,,,,,,,,,,2236.268
5444,,,,,,,,,,,,,,217.4995,,193.7743,,
2717,,,,,,210.8772,181.7695,228.5361,,,220.5728,127.3262,,348.1372,251.9028,336.2881,,
5445,,,,,,,,,,,,,,6487.7147,,,,
2718,,,,,,107.4464,,308.3458,,,195.7061,122.6475,,212.0554,158.9686,,,
2719,247.5791,,,,158.1738,,,,,,,,,,,,,
2720,,,,,,,,,,,120.7929,,,,,,,
2721,,,,,,140.2714,168.4578,,,,93.9609,68.7737,,121.9163,97.6329,132.0266,,
2722,296089,30048.494,3624.6973,95349.494,156431.03,,,,,,,,,,,,,333396.5125
2723,,,,,,,180.2514,124.5311,,72.0791,,,,,,,,
2724,342.7892,50.9064,,,186.9775,,,,,,,,,,,,,728.4067
2725,,,,,,,,,,,,,,211.3295,,,,
2726,,,,,,,,,,,,,,,538.8974,711.6474,,
2728,214.282,,,,,179.0099,191.2632,,,,,,,,,,,
2731,197998.1677,7634.1333,6997.482,2038.2935,29795.0727,,,,,,,,,,,,,449326.0652
2732,,,,,,,,,,,,,,,,,,8221.2113
2733,,,,,,,,,,,,,,,,233.3332,,
2734,,,,,,,,,,,,256.4049,,202.7202,,,,
2735,,,,,,,129.5068,,,,,,,,,,,
2738,,,,,,,,342.9039,,261.8068,406.4758,305.1704,,,,,,
2739,,,,,,471.8275,418.4569,589.3471,267.7237,317.5619,419.8914,408.6896,,392.5014,,527.1233,171.6126,276.6092
5447,,,,,,,,179.5685,,,,,,,,,,
2741,865.3042,,,,,,,,,,,,,,,,,1197.9548
2742,,,,,,721.4669,879.884,1095.0611,827.4596,,587.6371,,1424.2411,391.1562,421.4767,364.2294,846.7039,597.8236
5448,,,,,,278.6467,304.6147,402.3862,,,339.3492,,,295.9787,298.7717,334.9519,,150.9178
5449,,,,,,1055.8278,668.1734,1281.1149,161.471,,343.4203,213.8707,,818.4524,743.8907,890.5232,,371.6835
2744,,,,,,789.1239,,,,,683.2587,515.1445,,676.738,813.9109,,,293.3707
2745,,,,,,263.3137,304.5075,804.3346,331.7265,265.3609,,178.5206,,301.3969,193.3726,,,908.7529
2746,,,,,,217.5846,,218.0193,,,376.5038,,,268.0647,309.6529,556.6722,,
2747,,,,,,517.7562,661.3519,761.8184,,268.6561,286.0627,,,920.0001,1080.5166,1097.7074,,437.0872
2748,,,,,,,150.8632,,,,132.0217,120.1279,,190.3366,183.2701,253.0936,,
5450,,,,,,,,,,,296.5999,,,,379.8268,292.8911,,
5451,,,,,,,,,,,,,,3259.891,,,,
5452,,,,,,,,,,,,,,168.2796,,,,
2750,,,,,,,,,,,,,,105.5336,,173.3531,,
2751,,,65.8928,,,,,150.9119,,,126.6139,,,,131.5636,200.3717,,
2752,159.723,226.3937,,,,249.3887,,,,,,,,,,,,
2753,48512.68,1849.5779,1709.1212,512.1731,6975.9253,,,40.5015,,36.2427,,,,,,44.2324,,103661.9475
2755,36684.77,2392.9192,,7458.4674,18243.455,,,,,,,,,,,,,36372.8277
2756,182.6963,,,,91.3163,,,,,,,,,,,,,
2759,3605.2986,,,,2197.5925,,,,,,,,,,,,,7579.2709
2760,,,,,,,100.9477,,,,,,,,,,,
2758,,,,,,,117.5034,134.7962,,103.9965,149.2433,,,127.0499,110.1121,185.9809,,
5453,,,,,,,366.0904,,,,,,,,,211.2956,,
5454,,,,,,179.3455,157.3749,197.2198,,,,,,101.1752,,123.3416,,
2761,,,,,,167.9681,205.1556,,,,97.8232,,,108.5811,102.9912,131.5788,,
2762,,,,,,,204.6805,,,,,,,,,,,
2763,5582.324,192.5886,140.9898,,820.5279,,,,,,,,,,,,,11996.1394
5455,,,,,,2814.4306,2388.3558,3086.6533,2793.2612,2417.4872,4066.6596,3499.7888,423.8431,3053.1364,2792.1295,3371.2803,389.8499,1520.2537
2764,,,,,,127.4188,159.7839,,,122.2014,,181.5125,,,,116.408,,
2766,,,,,,,,1600.3657,,509.0361,,,,1428.3262,,,,
2767,,,,,,,,145.6091,,,,,,218.3339,,199.4984,,
2768,,,,,,,,,,,209.8808,,,,,253.5791,,
2769,,,,,,,,370.9694,,246.7896,,423.5883,,443.6991,,501.45,,
2770,,,,,,,,,,284.4598,,410.0005,,,,,,
2771,,,,,,,218.0703,,,,,,,,,,,
2772,2997.8132,,,,,,,,,,,,,,,,,3646.2722
2774,,,,,,,,,474.3198,,533.1792,388.7111,,661.5089,534.4257,1825.4029,,
2775,,,,,,,,1119.7524,,,326.5774,,,,390.4163,,,
2776,,,,,,,,,,,,483.8939,,,,1149.1917,,
2777,,,,,,,,737.9046,,354.9903,1009.2686,477.2406,,,673.0584,1017.7025,,
2779,,,,,,,,,,,,,,,,150.5009,,
2780,,,,,,,,,,,57.525,,,,,,,
2781,,,,,,,,,136.1953,,,,114.1452,,,,,
5459,,,325.8153,,168.1104,,,,,,,,,,,,,
2782,24097.123,1616.9365,,4759.15,11839.555,,,,,,,,,,,,,23869.9158
2783,,,,,,128.0811,,222.575,,58.8343,,,,,,,,
2784,,,,,,,,,,,,,,,,225.0818,,
2788,362898.25,32156.467,3152.2444,93184.9025,189526.86,,,122.9901,,,,,,,,,,372687.4
5462,,,,,,,,,,,,,64.1548,,,,,
2791,83101.12,12279.147,1520.3339,29397.2705,51758.152,,,,,,,,,,,,,117583.0865
2792,15674.872,,,,,,,,,,,,,,,,,
2793,,,,,8143.0331,,,,,,,,,,,,,
5464,31367.033,2875.0476,,8695.1898,15662.428,,,,,,,,,,,,,46442.17
2794,76028.7,10264.838,1333.2504,19604.5878,45953.406,,,,,,,,,,,,,79877.0362
2795,,,,,,,242.4797,,,,,,,244.1751,,268.1627,,
2797,,,,,,,,,,,,,,,244.6742,312.2611,,876.4547
5465,,,,,,,554.5525,271.1065,,,,,,270.91,,314.9852,,
5466,,,,,,150.2693,,266.6157,,,,,,,173.7506,245.0927,,
2799,,,,,,,371.1438,,,244.6491,573.1873,,,,,,,
2801,,,,,,,611.6668,,,,,,,,,,,
2802,,,,,,332.1444,,,,,,,,,,,,
5467,,,,,,,166.6182,,,,,,,,,,,
2803,,,,,,,,,,216.4128,,,,,,,,147.1065
2805,793.6724,,,269.9225,498.8246,,,,,,,,,,,,,
2807,,,,,,,,246.17,,,,,,,,,,
2808,,,,,,,,5863.9167,,,282.865,,,417.7786,,605.9096,,
2810,82783.016,7669.43,691.9424,23832.381,44129.35,,,,,,,,,,,,,84656.0615
5468,,,,,,,,436.3295,,,,,,,127.8151,,,
2812,,,,,,,,131.1461,,,,93.1626,,,,210.7629,,
5469,,,392.0357,,,,,,,,,,,,,,,
2813,,,,,,304.7272,1025.0669,455.7673,161.598,264.7269,929.8185,347.0003,,273.5305,778.0181,730.211,257.5584,358.0965
5470,,,,,,,,,,,,,,169.0504,,279.1779,,
2814,2275.4878,,,,,,,,,,,,,,,,,2066.0287
2815,6017.1313,,,,,,,,,,,,,,,,,5236.0708
2816,2542.8267,,155.2881,846.1859,,,,,,,,,,,,,,2499.5013
2817,17134.645,2340.5303,328.995,4830.1577,10559.421,,,,,,,,,,,,,
2818,,,971.0885,,,,,,,,,,,,,,,
2820,,,,,,,,140.4815,,,,,,,,127.0967,,
2821,,,,,,,,,,,,,,218.5637,,239.7099,,
2822,,,,,,329.6044,243.004,351.8303,,224.2612,,443.5761,,699.8732,,880.2384,,
2825,,,,,,,254.664,104.5365,,,198.3538,97.3156,,83.8286,,77.5717,,
2826,,,,,,,,,,92.1567,,,,,,88.5467,,464.8837
5471,,,,,,,,,,,189.6104,154.8848,,,,,,
2828,28030.373,4002.8467,508.3694,9948.7542,17830.408,,,,,,,,,,,,,40115.0283
2830,214.1142,,,,,,,,,,,,,,,,,
2832,,,,,,,,,,,164.6258,,,,147.9082,137.9693,,
2831,,,,,,730.2726,1214.5458,731.9103,,,1129.4005,,,742.986,800.7863,876.7135,,752.4157
2833,372.7985,,,,,,,,,,,,,,,,,
2834,,,,,,367.4812,,,,,,,,,,,,
5474,,,,,,,,219.856,,,146.8369,,,,,,,
5473,,,,,,,2461.2602,,226.8997,610.1181,2198.4942,905.6988,,1620.99,484.9848,2435.6929,,1197.2793
5476,,,,,,,,,,,138.3344,,,,,158.878,,
2835,,,,,,,,,310.2386,,,,,,,,,
5477,,,,,,207.1314,,185.2668,192.6116,,,,,,,,161.2107,
2836,2505.3545,,,974.6689,1468.2974,,,,,,,,,,,,,2235.7952
2837,,,,,,171.0306,158.9375,,,,,,,,,390.6577,,
2838,,,,,,,,,,,,,,311.7965,,296.4165,,
5478,40852.543,,,,7072.641,,,,,,,,,,,,,52167.658
2839,767.0102,,,140.9726,750.6321,,,,,,,,,,,,,8757.4331
2840,,,,,,,,,,,,,,,256.2145,377.8512,,
2843,,,186.9204,,,,,,,,,,,,,,,
2845,760.0002,,,,,,,,,,,,,,,,,
2846,5474.237,766.406,109.4619,1823.4354,3307.1436,,,,,,,,,,,,,7514.6338
2848,2214.2446,308.0769,,778.1417,1133.2628,,,,,,,,,,,,,2381.0319
2849,,,,,,,,,,,,,,,,192.2229,,
2850,,,,,,,122.2835,,,,,,,186.5079,140.6666,,,
5482,,,,,,201.7379,201.1143,226.6864,,,342.2617,108.0903,,222.5434,300.7957,357.2346,,
2851,564.5747,80.7739,,196.228,335.8936,,,,,,,,,,,,,391.0105
2852,,,,,,,,,,,,,,210.597,,,,
2854,,,,,,,,,,,306.4246,,,,,,,378.6516
2855,,,,,,,,859.6039,,,1176.4325,1005.3079,,836.7268,,1018.8012,,504.304
5483,,,,,,,,,,,,,,,,,368.4178,
2858,417.4868,,127.8884,282.528,336.0516,,,,,,,,,,,,,559.0358
5484,,,,,,302.5742,268.383,274.8157,,,,,,,,,,
5485,,369.2332,,,,710.0098,710.6318,690.8302,,537.8646,,646.4809,,672.315,699.3995,680.5392,368.7665,
2862,1073.0889,,,247.379,,,,,,,,,,,,,,
2864,2013.3147,198.8298,,,1013.3917,,,,,,,,,,,,,2179.3127
2867,,,,,,745.3287,,748.0427,,,,,,,,,,
2868,,,,,,,1437.479,580.3829,,,1496.3141,424.6202,,,1428.1639,1404.0633,,
5487,,,,,,185.6755,,,,,,,,,,235.185,,
2869,,,,,,,,,,,,,,201.4309,196.2212,,,
2870,1098.1989,,,,,,,,,,,,,,,,,1814.5436
2871,,,,,,,765.5653,,,,,,,,,,,
2872,,,,,,1059.8655,,988.3761,982.4027,,,,,,812.9535,1215.3338,708.8565,
2874,,,,,,212.5447,234.7691,252.239,,219.0295,333.9504,285.3733,,260.1004,,,,
2875,,,,,,,,,,,,,,,,,,115.1165
5488,,,,,,229.9038,,468.5931,,,,164.841,,,,,,
5489,,,,,,11185.7843,10693.8213,11321.1329,5965.9549,7759.9946,10476.7053,10241.3719,,11022.3733,10751.6376,11350.0919,,7862.0926
2877,,,,,,,78.7147,,,,37.997,,,,,,,
2878,213.5528,,,,152.274,,,,,,,,,,,,,655.7288
2880,,,,,,602.1808,,,,,,,,,,,,
2882,293.3205,,,84.4679,,,,,,,,,,,,,,354.1148
2883,,,,,,,141.4573,167.7795,165.5104,,,,,,110.9315,,132.5565,
2884,,171.4603,,,183.6944,124.7862,,,,110.3994,123.8186,,117.638,,,,,
2885,,,,,,258.6469,,,,260.194,424.3746,380.2046,,363.882,325.1162,384.9272,,
2886,,,,,282.6758,,,,,,,,,,,,,361.3049
5492,,,,,,507.7074,470.8015,550.277,,,312.3536,,,,,,,
5493,3658.9504,383.3315,,647.1163,1836.3589,,,,,,,,,,,,,3494.8266
2888,47849.51,5916.73,596.0774,16483.2764,28991.062,,,,,,,,,,,,,54640.3478
2889,100.1403,,,,111.6386,,,,,122.6162,,,124.8596,,,,144.2802,
2890,,,,,,375.6214,415.2009,471.4955,143.0568,259.4867,348.713,277.3793,,453.0873,356.5082,436.4445,,216.1141
2892,106.6508,,,,,,,,,,450.915,,,,322.6814,,,298.359
2893,98927.4166,,,,58072.7966,,,,,,,,,,,,,95257.8578
2894,,,,,,,648.2711,690.8628,,,,,,1150.7503,759.3167,,,
2895,,,,,,855.2342,908.5043,1090.6762,404.0158,,,,,1405.0631,1245.4041,1404.247,,
2896,,,,,,526.2211,575.1488,630.7948,147.7458,354.7122,584.4692,540.4849,,831.5736,882.8843,,,413.9623
2897,,,,,,,,230.6735,,,,,,,162.1064,187.4453,,
2898,,,169.1421,,,,,,,,,,,155.1761,,,,
5496,5651.2866,,,,1066.3341,,,,,,,,,,,,,10485.5578
5497,9788.537,,,,2984.3552,,,,,,,,,,,,,27662.398
2899,1941.0797,,,,,,,,,,,,,,,,,15162.297
2900,1302.84,,,,,,,,,,,,,,,,,8470.4938
2901,49351.027,4804.366,,10314.0428,28620.848,,,,,,,,,,,,,96886.7225
2902,213.8325,,,,,,,,,,,,,,,,,
2907,69576.87,8489.958,911.1459,24404.0938,39002.496,,,,,,,,,,,,,88083.446
2910,,,,,,,47.3946,,,,52.5676,,,,,76.9792,,
2911,,,,,,54.1157,51.7621,51.2263,,,,,,77.3873,74.4268,116.6695,,
2912,,,,,,,,,,,,,,,,,,67.6606
2913,,,,,90.998,,,,,,,,,,,,,
2914,,,,,,,,,,,,,,,,,,156.5867
2915,178.9442,,,,171.0326,,238.5952,246.0934,273.0238,265.7567,,,269.218,237.0944,,228.6705,,
5498,211.1991,,,,,,,,,,,,,,,,,
